ID,poi shape,poi_type,coordinate,longitude,latitude
863,Point,attraction," 18.9556459, 47.5268703 ",18.9556459,47.5268703
864,Point,attraction," 18.9558767, 47.5269069 ",18.9558767,47.5269069
865,Point,attraction," 18.9557893, 47.5267567 ",18.9557893,47.5267567
866,Point,attraction," 18.955729, 47.5267653 ",18.955729,47.5267653
867,Point,attraction," 18.9556606, 47.5267717 ",18.9556606,47.5267717
868,Point,attraction," 18.9555821, 47.5267816 ",18.9555821,47.5267816
869,Point,attraction," 18.955798, 47.5268138 ",18.955798,47.5268138
870,Point,attraction," 18.955737, 47.5268215 ",18.955737,47.5268215
871,Point,attraction," 18.955668, 47.526831 ",18.955668,47.526831
872,Point,attraction," 18.9556026, 47.5268385 ",18.9556026,47.5268385
873,Point,attraction," 18.9557854, 47.5267374 ",18.9557854,47.5267374
874,Point,hotel," 19.0493656, 47.5187688 ",19.0493656,47.5187688
875,Point,museum," 19.0338519, 47.5006451 ",19.0338519,47.5006451
876,Point,information," 19.034247, 47.5010571 ",19.034247,47.5010571
877,Point,motel," 19.1209248, 47.5267376 ",19.1209248,47.5267376
879,Point,museum," 19.262541, 47.4231827 ",19.262541,47.4231827
880,Point,hotel," 19.0779446, 47.513252 ",19.0779446,47.513252
881,Point,hotel," 19.2750191, 47.5542819 ",19.2750191,47.5542819
882,Point,attraction," 19.0371192, 47.4975877 ",19.0371192,47.4975877
884,Point,hostel," 19.1386893, 47.4883381 ",19.1386893,47.4883381
885,Point,attraction," 18.9248082, 47.526229 ",18.9248082,47.526229
886,Point,attraction," 18.9220324, 47.5253491 ",18.9220324,47.5253491
887,Point,attraction," 18.9225443, 47.5252234 ",18.9225443,47.5252234
888,Point,attraction," 18.9249922, 47.5253517 ",18.9249922,47.5253517
889,Point,attraction," 18.922567, 47.5243319 ",18.922567,47.5243319
890,Point,attraction," 18.9218665, 47.5245032 ",18.9218665,47.5245032
891,Point,attraction," 18.9225504, 47.5248152 ",18.9225504,47.5248152
892,Point,attraction," 18.9233798, 47.5246709 ",18.9233798,47.5246709
894,Point,attraction," 18.9227655, 47.5237379 ",18.9227655,47.5237379
895,Point,attraction," 18.922043, 47.5238729 ",18.922043,47.5238729
896,Point,attraction," 18.9215522, 47.524102 ",18.9215522,47.524102
897,Point,attraction," 18.9239914, 47.5246292 ",18.9239914,47.5246292
898,Point,attraction," 18.9241884, 47.5244241 ",18.9241884,47.5244241
900,Point,attraction," 18.926131, 47.5256857 ",18.926131,47.5256857
901,Point,attraction," 18.9262824, 47.5259549 ",18.9262824,47.5259549
902,Point,attraction," 18.9260458, 47.526067 ",18.9260458,47.526067
903,Point,attraction," 18.9258428, 47.5258483 ",18.9258428,47.5258483
904,Point,attraction," 18.9257476, 47.5258371 ",18.9257476,47.5258371
905,Point,attraction," 18.9258717, 47.5259324 ",18.9258717,47.5259324
906,Point,attraction," 18.9257828, 47.5259233 ",18.9257828,47.5259233
907,Point,attraction," 18.9266618, 47.526054 ",18.9266618,47.526054
908,Point,attraction," 18.9259214, 47.5260003 ",18.9259214,47.5260003
909,Point,attraction," 18.9257818, 47.5260128 ",18.9257818,47.5260128
910,Point,attraction," 18.9256999, 47.5259823 ",18.9256999,47.5259823
911,Point,attraction," 18.925668, 47.5259497 ",18.925668,47.5259497
912,Point,attraction," 18.9256229, 47.5259075 ",18.9256229,47.5259075
913,Point,hotel," 19.064287, 47.4984314 ",19.064287,47.4984314
914,Point,hotel," 19.1118447, 47.6011429 ",19.1118447,47.6011429
915,Point,museum," 18.8935713, 47.6107871 ",18.8935713,47.6107871
916,Point,apartment," 19.388819, 47.41224 ",19.388819,47.41224
917,Point,guest_house," 18.8903558, 47.5745874 ",18.8903558,47.5745874
918,Point,guest_house," 19.055764, 47.478527 ",19.055764,47.478527
919,Point,attraction," 18.9558443, 47.5268456 ",18.9558443,47.5268456
921,Point,attraction," 19.0641039, 47.4977826 ",19.0641039,47.4977826
922,Point,hotel," 19.0402663, 47.513595 ",19.0402663,47.513595
923,Point,hotel," 19.0401326, 47.5121123 ",19.0401326,47.5121123
924,Point,gallery," 19.0738073, 47.492771 ",19.0738073,47.492771
925,Point,guest_house," 18.9730865, 47.4661077 ",18.9730865,47.4661077
926,Point,museum," 19.2626374, 47.4240953 ",19.2626374,47.4240953
927,Point,guest_house," 18.9707346, 47.4660184 ",18.9707346,47.4660184
929,Point,hotel," 19.0579592, 47.5041509 ",19.0579592,47.5041509
930,Point,attraction," 18.9419366, 47.5582627 ",18.9419366,47.5582627
931,Point,hotel," 19.0586003, 47.5064585 ",19.0586003,47.5064585
932,Point,hotel," 19.233591, 47.4231403 ",19.233591,47.4231403
933,Point,hotel," 19.0722013, 47.4973576 ",19.0722013,47.4973576
935,Point,hotel," 18.8983751, 47.615366 ",18.8983751,47.615366
936,Point,museum," 19.0359829, 47.4989731 ",19.0359829,47.4989731
937,Point,hotel," 19.0416004, 47.4963267 ",19.0416004,47.4963267
938,Point,gallery," 19.0397733, 47.4962283 ",19.0397733,47.4962283
939,Point,museum," 19.0402612, 47.4951032 ",19.0402612,47.4951032
940,Point,hotel," 19.0442237, 47.4924315 ",19.0442237,47.4924315
944,Point,attraction," 19.2458287, 47.4667844 ",19.2458287,47.4667844
954,Point,hotel," 19.03946, 47.5027088 ",19.03946,47.5027088
955,Point,hotel," 19.082742, 47.52855 ",19.082742,47.52855
958,Point,hotel," 18.9721491, 47.5018335 ",18.9721491,47.5018335
959,Point,hotel," 19.0130314, 47.5101261 ",19.0130314,47.5101261
960,Point,hostel," 19.192873, 47.4827641 ",19.192873,47.4827641
961,Point,hotel," 19.024149, 47.508075 ",19.024149,47.508075
963,Point,hotel," 19.033279, 47.5014959 ",19.033279,47.5014959
965,Point,museum," 19.0314345, 47.500797 ",19.0314345,47.500797
969,Point,museum," 19.0711106, 47.469348 ",19.0711106,47.469348
973,Point,guest_house," 19.0513466, 47.497901 ",19.0513466,47.497901
974,Point,museum," 18.9692031, 47.4618971 ",18.9692031,47.4618971
975,Point,guest_house," 18.9360092, 47.4609539 ",18.9360092,47.4609539
976,Point,guest_house," 18.929933, 47.4598198 ",18.929933,47.4598198
977,Point,information," 19.0775781, 47.5181508 ",19.0775781,47.5181508
979,Point,information," 18.9453785, 47.497385 ",18.9453785,47.497385
980,Point,museum," 19.0838276, 47.5462543 ",19.0838276,47.5462543
981,Point,museum," 18.9147082, 47.4333783 ",18.9147082,47.4333783
982,Point,museum," 19.0115873, 47.4938989 ",19.0115873,47.4938989
983,Point,attraction," 19.0257467, 47.5284842 ",19.0257467,47.5284842
984,Point,hotel," 18.9696712, 47.5219857 ",18.9696712,47.5219857
985,Point,hotel," 19.0392404, 47.4993683 ",19.0392404,47.4993683
986,Point,motel," 19.0371271, 47.5043478 ",19.0371271,47.5043478
987,Point,museum," 19.0356204, 47.5114745 ",19.0356204,47.5114745
988,Point,hotel," 19.0372099, 47.5108082 ",19.0372099,47.5108082
990,Point,information," 18.9240936, 47.5696597 ",18.9240936,47.5696597
991,Point,hotel," 19.1595241, 47.5055674 ",19.1595241,47.5055674
992,Point,attraction," 19.0521705, 47.4849221 ",19.0521705,47.4849221
995,Point,museum," 19.2814058, 47.5244207 ",19.2814058,47.5244207
996,Point,guest_house," 19.0655922, 47.4970497 ",19.0655922,47.4970497
998,Point,museum," 19.0836779, 47.4984231 ",19.0836779,47.4984231
1001,Point,information," 18.8736418, 47.5917856 ",18.8736418,47.5917856
1002,Point,information," 18.9083862, 47.5797233 ",18.9083862,47.5797233
1003,Point,information," 18.8604076, 47.5900388 ",18.8604076,47.5900388
1006,Point,hostel," 19.140243, 47.5222565 ",19.140243,47.5222565
1007,Point,information," 18.8709616, 47.596223 ",18.8709616,47.596223
1009,Point,information," 18.9542783, 47.465835 ",18.9542783,47.465835
1013,Point,hotel," 19.0540522, 47.3809394 ",19.0540522,47.3809394
1015,Point,hostel," 19.1024342, 47.4812562 ",19.1024342,47.4812562
1016,Point,museum," 19.3919424, 47.4138277 ",19.3919424,47.4138277
1017,Point,hotel," 19.0551819, 47.5118988 ",19.0551819,47.5118988
1021,Point,information," 18.8684193, 47.5297956 ",18.8684193,47.5297956
1023,Point,attraction," 19.1032335, 47.5660778 ",19.1032335,47.5660778
1024,Point,hotel," 19.0738943, 47.4877923 ",19.0738943,47.4877923
1025,Point,attraction," 19.055183, 47.4933341 ",19.055183,47.4933341
1027,Point,hostel," 19.051044, 47.5012862 ",19.051044,47.5012862
1028,Point,hostel," 19.0551327, 47.4924963 ",19.0551327,47.4924963
1031,Point,attraction," 19.046522, 47.5253223 ",19.046522,47.5253223
1032,Point,attraction," 19.0480283, 47.4867446 ",19.0480283,47.4867446
1035,Point,hotel," 19.0367031, 47.5197303 ",19.0367031,47.5197303
1037,Point,hotel," 19.074501, 47.4792361 ",19.074501,47.4792361
1042,Point,hotel," 19.0515197, 47.5615837 ",19.0515197,47.5615837
1043,Point,information," 18.9442698, 47.5071779 ",18.9442698,47.5071779
1044,Point,attraction," 18.9420972, 47.4897869 ",18.9420972,47.4897869
1045,Point,information," 18.9480431, 47.4874029 ",18.9480431,47.4874029
1046,Point,hotel," 19.2445106, 47.4141518 ",19.2445106,47.4141518
1048,Point,hotel," 19.0504089, 47.5025513 ",19.0504089,47.5025513
1049,Point,hotel," 19.0529323, 47.5038085 ",19.0529323,47.5038085
1066,Point,guest_house," 19.0272135, 47.514111 ",19.0272135,47.514111
1067,Point,hotel," 19.0531462, 47.5107003 ",19.0531462,47.5107003
1068,Point,hotel," 19.1337152, 47.5069989 ",19.1337152,47.5069989
1070,Point,museum," 19.0465775, 47.3466312 ",19.0465775,47.3466312
1071,Point,museum," 19.0477283, 47.3463476 ",19.0477283,47.3463476
1072,Point,museum," 19.0462693, 47.5403122 ",19.0462693,47.5403122
1073,Point,museum," 19.0411803, 47.5411713 ",19.0411803,47.5411713
1074,Point,hotel," 19.0398239, 47.5015177 ",19.0398239,47.5015177
1075,Point,hostel," 19.1140861, 47.5050842 ",19.1140861,47.5050842
1076,Point,hostel," 19.0887822, 47.5088347 ",19.0887822,47.5088347
1077,Point,information," 18.9367762, 47.5593893 ",18.9367762,47.5593893
1078,Point,attraction," 19.2178323, 47.6216502 ",19.2178323,47.6216502
1079,Point,attraction," 19.2056009, 47.627252 ",19.2056009,47.627252
1082,Point,gallery," 19.0745571, 47.5132514 ",19.0745571,47.5132514
1086,Point,information," 18.9085466, 47.5839986 ",18.9085466,47.5839986
1089,Point,hotel," 19.0583806, 47.5132395 ",19.0583806,47.5132395
1093,Point,museum," 19.1153745, 47.430874 ",19.1153745,47.430874
1097,Point,guest_house," 19.0613877, 47.4905671 ",19.0613877,47.4905671
1098,Point,hotel," 18.9378894, 47.5397911 ",18.9378894,47.5397911
1099,Point,hotel," 19.0666934, 47.5083267 ",19.0666934,47.5083267
1102,Point,hostel," 19.0600777, 47.4881945 ",19.0600777,47.4881945
1112,Point,hotel," 19.11614, 47.5042084 ",19.11614,47.5042084
1113,Point,hotel," 19.0537664, 47.4928145 ",19.0537664,47.4928145
1114,Point,hotel," 19.1003223, 47.5129847 ",19.1003223,47.5129847
1118,Point,hotel," 19.0567614, 47.5044253 ",19.0567614,47.5044253
1120,Point,hotel," 19.0612334, 47.5053477 ",19.0612334,47.5053477
1124,Point,hotel," 19.0572425, 47.4972236 ",19.0572425,47.4972236
1125,Point,gallery," 19.053412, 47.5025491 ",19.053412,47.5025491
1128,Point,attraction," 19.2415137, 47.4660582 ",19.2415137,47.4660582
1130,Point,hostel," 19.0657883, 47.4900893 ",19.0657883,47.4900893
1131,Point,information," 18.8649807, 47.5734344 ",18.8649807,47.5734344
1132,Point,information," 18.8797749, 47.5759908 ",18.8797749,47.5759908
1133,Point,information," 18.8739999, 47.5769008 ",18.8739999,47.5769008
1134,Point,information," 18.881119, 47.5865209 ",18.881119,47.5865209
1135,Point,hostel," 19.0614269, 47.5054819 ",19.0614269,47.5054819
1137,Point,attraction," 19.0349108, 47.5021123 ",19.0349108,47.5021123
1141,Point,information," 18.8668333, 47.5598333 ",18.8668333,47.5598333
1142,Point,information," 18.8678206, 47.5561434 ",18.8678206,47.5561434
1151,Point,hotel," 19.0691681, 47.4918089 ",19.0691681,47.4918089
1159,Point,information," 19.0557171, 47.5074875 ",19.0557171,47.5074875
1160,Point,hotel," 19.0559985, 47.494181 ",19.0559985,47.494181
1161,Point,hotel," 19.1915275, 47.5107512 ",19.1915275,47.5107512
1162,Point,museum," 19.075144, 47.5109023 ",19.075144,47.5109023
1164,Point,hotel," 19.1852049, 47.5098358 ",19.1852049,47.5098358
1165,Point,hotel," 19.1630028, 47.4494874 ",19.1630028,47.4494874
1166,Point,hotel," 19.149935, 47.461205 ",19.149935,47.461205
1168,Point,attraction," 18.9691177, 47.5154928 ",18.9691177,47.5154928
1169,Point,attraction," 19.0358569, 47.4310618 ",19.0358569,47.4310618
1174,Point,information," 18.9453584, 47.5610301 ",18.9453584,47.5610301
1176,Point,information," 18.9656365, 47.5355684 ",18.9656365,47.5355684
1177,Point,information," 18.9651632, 47.5353432 ",18.9651632,47.5353432
1178,Point,information," 18.9639062, 47.5355946 ",18.9639062,47.5355946
1179,Point,information," 18.9615241, 47.5363463 ",18.9615241,47.5363463
1180,Point,information," 18.9603912, 47.536768 ",18.9603912,47.536768
1181,Point,information," 18.9650304, 47.5361128 ",18.9650304,47.5361128
1183,Point,information," 18.9239605, 47.4620667 ",18.9239605,47.4620667
1184,Point,attraction," 18.9492494, 47.5926517 ",18.9492494,47.5926517
1186,Point,information," 18.9084211, 47.5841109 ",18.9084211,47.5841109
1187,Point,information," 18.889466, 47.5841841 ",18.889466,47.5841841
1188,Point,information," 18.9482037, 47.4887936 ",18.9482037,47.4887936
1192,Point,hostel," 19.0578278, 47.4928744 ",19.0578278,47.4928744
1193,Point,hostel," 19.0664171, 47.4955791 ",19.0664171,47.4955791
1194,Point,hostel," 19.055227, 47.4980897 ",19.055227,47.4980897
1196,Point,attraction," 19.0699875, 47.4760711 ",19.0699875,47.4760711
1197,Point,information," 18.8618208, 47.5648924 ",18.8618208,47.5648924
1198,Point,information," 18.8675473, 47.5522648 ",18.8675473,47.5522648
1199,Point,information," 18.8651531, 47.5516597 ",18.8651531,47.5516597
1200,Point,information," 18.8697732, 47.5453414 ",18.8697732,47.5453414
1201,Point,information," 18.8692962, 47.5419178 ",18.8692962,47.5419178
1202,Point,information," 18.8698367, 47.5450876 ",18.8698367,47.5450876
1203,Point,information," 18.8673714, 47.5513552 ",18.8673714,47.5513552
1204,Point,hotel," 19.0679086, 47.4981081 ",19.0679086,47.4981081
1205,Point,hotel," 19.0662522, 47.5099636 ",19.0662522,47.5099636
1206,Point,hotel," 19.0903856, 47.4334057 ",19.0903856,47.4334057
1207,Point,museum," 19.2456348, 47.4713772 ",19.2456348,47.4713772
1210,Point,information," 19.0688196, 47.4068042 ",19.0688196,47.4068042
1211,Point,information," 18.9449273, 47.4980815 ",18.9449273,47.4980815
1213,Point,hotel," 19.0667929, 47.5026716 ",19.0667929,47.5026716
1214,Point,hotel," 19.0590057, 47.5012263 ",19.0590057,47.5012263
1215,Point,hotel," 19.0662565, 47.5009621 ",19.0662565,47.5009621
1217,Point,information," 19.0613706, 47.5396798 ",19.0613706,47.5396798
1218,Point,hotel," 18.9613082, 47.4516565 ",18.9613082,47.4516565
1223,Point,attraction," 19.0543244, 47.5531287 ",19.0543244,47.5531287
1224,Point,hotel," 19.0593494, 47.4947832 ",19.0593494,47.4947832
1226,Point,museum," 19.0326756, 47.503908 ",19.0326756,47.503908
1227,Point,information," 18.8844846, 47.5760411 ",18.8844846,47.5760411
1228,Point,information," 18.892458, 47.5873226 ",18.892458,47.5873226
1229,Point,hotel," 19.0500469, 47.4948339 ",19.0500469,47.4948339
1231,Point,hotel," 19.082274, 47.4993203 ",19.082274,47.4993203
1232,Point,hostel," 19.0636793, 47.4875645 ",19.0636793,47.4875645
1233,Point,hostel," 19.0642146, 47.4883102 ",19.0642146,47.4883102
1234,Point,information," 18.8610256, 47.5964594 ",18.8610256,47.5964594
1236,Point,museum," 19.029831, 47.497701 ",19.029831,47.497701
1237,Point,information," 18.8783305, 47.6052179 ",18.8783305,47.6052179
1240,Point,museum," 19.1341457, 47.4813569 ",19.1341457,47.4813569
1241,Point,hostel," 19.0633246, 47.487614 ",19.0633246,47.487614
1243,Point,hotel," 19.0134603, 47.5318673 ",19.0134603,47.5318673
1244,Point,gallery," 19.069445, 47.495799 ",19.069445,47.495799
1245,Point,hostel," 19.0931574, 47.5208386 ",19.0931574,47.5208386
1247,Point,hotel," 19.0599467, 47.5052872 ",19.0599467,47.5052872
1253,Point,hotel," 19.0697888, 47.5322347 ",19.0697888,47.5322347
1255,Point,museum," 19.0298106, 47.5030141 ",19.0298106,47.5030141
1257,Point,hostel," 19.067011, 47.4897608 ",19.067011,47.4897608
1259,Point,museum," 19.0431362, 47.5385985 ",19.0431362,47.5385985
1260,Point,information," 18.8824417, 47.5884464 ",18.8824417,47.5884464
1267,Point,museum," 19.0399646, 47.499361 ",19.0399646,47.499361
1279,Point,gallery," 19.0215409, 47.4089147 ",19.0215409,47.4089147
1280,Point,attraction," 19.0152953, 47.4057733 ",19.0152953,47.4057733
1286,Point,hostel," 19.0518326, 47.5120284 ",19.0518326,47.5120284
1287,Point,apartment," 19.0593976, 47.4995728 ",19.0593976,47.4995728
1289,Point,gallery," 19.0668894, 47.4847519 ",19.0668894,47.4847519
1290,Point,hotel," 19.0661255, 47.5801611 ",19.0661255,47.5801611
1291,Point,hotel," 19.0709785, 47.6032763 ",19.0709785,47.6032763
1296,Point,information," 19.0247571, 47.5040712 ",19.0247571,47.5040712
1297,Point,museum," 19.3674983, 47.5906263 ",19.3674983,47.5906263
1300,Point,motel," 19.344002, 47.6016986 ",19.344002,47.6016986
1301,Point,gallery," 19.0657264, 47.4835704 ",19.0657264,47.4835704
1303,Point,gallery," 19.0628496, 47.4889664 ",19.0628496,47.4889664
1305,Point,information," 19.0536744, 47.5368868 ",19.0536744,47.5368868
1310,Point,attraction," 18.9054109, 47.6024268 ",18.9054109,47.6024268
1311,Point,information," 19.0178722, 47.4644937 ",19.0178722,47.4644937
1314,Point,attraction," 18.898316, 47.3996901 ",18.898316,47.3996901
1317,Point,attraction," 18.9285768, 47.5576147 ",18.9285768,47.5576147
1318,Point,information," 18.982598, 47.6091573 ",18.982598,47.6091573
1320,Point,information," 19.021368, 47.5878616 ",19.021368,47.5878616
1321,Point,information," 19.0561754, 47.4931991 ",19.0561754,47.4931991
1322,Point,information," 19.0570751, 47.4934598 ",19.0570751,47.4934598
1323,Point,information," 19.0573189, 47.4935237 ",19.0573189,47.4935237
1324,Point,hostel," 19.0560578, 47.5077666 ",19.0560578,47.5077666
1325,Point,attraction," 19.0721589, 47.5614337 ",19.0721589,47.5614337
1328,Point,information," 18.9884348, 47.4377617 ",18.9884348,47.4377617
1329,Point,attraction," 19.0071591, 47.4394387 ",19.0071591,47.4394387
1330,Point,information," 19.2886367, 47.4467594 ",19.2886367,47.4467594
1331,Point,information," 19.2844086, 47.4434412 ",19.2844086,47.4434412
1333,Point,information," 19.2823411, 47.444901 ",19.2823411,47.444901
1334,Point,information," 19.2818439, 47.4450885 ",19.2818439,47.4450885
1335,Point,information," 19.280253, 47.4464593 ",19.280253,47.4464593
1336,Point,information," 19.2763851, 47.4498737 ",19.2763851,47.4498737
1337,Point,information," 19.2769538, 47.4504231 ",19.2769538,47.4504231
1338,Point,information," 19.2756881, 47.4517906 ",19.2756881,47.4517906
1340,Point,information," 19.2959602, 47.4569057 ",19.2959602,47.4569057
1341,Point,information," 19.2707936, 47.4627209 ",19.2707936,47.4627209
1342,Point,information," 19.2753895, 47.4606156 ",19.2753895,47.4606156
1343,Point,information," 19.2781039, 47.4593609 ",19.2781039,47.4593609
1344,Point,information," 19.2842818, 47.4564103 ",19.2842818,47.4564103
1345,Point,attraction," 18.9337166, 47.4936968 ",18.9337166,47.4936968
1347,Point,information," 19.3292468, 47.5987767 ",19.3292468,47.5987767
1349,Point,information," 19.058742, 47.4993348 ",19.058742,47.4993348
1350,Point,information," 19.0582535, 47.4991002 ",19.0582535,47.4991002
1351,Point,information," 19.0598656, 47.4999024 ",19.0598656,47.4999024
1352,Point,information," 19.0567041, 47.4982008 ",19.0567041,47.4982008
1353,Point,information," 19.0605028, 47.5003234 ",19.0605028,47.5003234
1354,Point,information," 19.0623252, 47.5016813 ",19.0623252,47.5016813
1355,Point,information," 19.0623053, 47.5016678 ",19.0623053,47.5016678
1356,Point,information," 19.0643892, 47.5026587 ",19.0643892,47.5026587
1357,Point,information," 19.0637365, 47.5025569 ",19.0637365,47.5025569
1358,Point,information," 18.9838108, 47.4390811 ",18.9838108,47.4390811
1359,Point,information," 18.9794226, 47.4335745 ",18.9794226,47.4335745
1360,Point,information," 18.9781675, 47.4336267 ",18.9781675,47.4336267
1361,Point,information," 18.980061, 47.4388705 ",18.980061,47.4388705
1362,Point,information," 18.9842001, 47.4370985 ",18.9842001,47.4370985
1363,Point,information," 18.9869224, 47.4362364 ",18.9869224,47.4362364
1364,Point,information," 18.9826267, 47.4321077 ",18.9826267,47.4321077
1365,Point,information," 18.9822502, 47.4368198 ",18.9822502,47.4368198
1366,Point,information," 18.9845005, 47.4343628 ",18.9845005,47.4343628
1367,Point,information," 18.9833845, 47.4330126 ",18.9833845,47.4330126
1368,Point,information," 18.982038, 47.4302358 ",18.982038,47.4302358
1369,Point,information," 18.9864453, 47.432794 ",18.9864453,47.432794
1370,Point,information," 19.0664781, 47.5036996 ",19.0664781,47.5036996
1371,Point,information," 19.0668601, 47.5041313 ",19.0668601,47.5041313
1372,Point,information," 19.0669853, 47.5042022 ",19.0669853,47.5042022
1373,Point,information," 19.0671302, 47.5040881 ",19.0671302,47.5040881
1374,Point,information," 19.0679967, 47.504797 ",19.0679967,47.504797
1375,Point,information," 19.068251, 47.5049366 ",19.068251,47.5049366
1376,Point,information," 19.0714425, 47.5068777 ",19.0714425,47.5068777
1377,Point,information," 19.072598, 47.5077803 ",19.072598,47.5077803
1378,Point,information," 19.0726552, 47.5078052 ",19.0726552,47.5078052
1379,Point,information," 19.0733083, 47.5074588 ",19.0733083,47.5074588
1380,Point,information," 19.0587083, 47.497662 ",19.0587083,47.497662
1381,Point,hotel," 19.0582102, 47.4977556 ",19.0582102,47.4977556
1382,Point,information," 19.0604035, 47.498464 ",19.0604035,47.498464
1383,Point,information," 19.0604928, 47.4984058 ",19.0604928,47.4984058
1384,Point,information," 19.0600699, 47.4986844 ",19.0600699,47.4986844
1385,Point,information," 19.060371, 47.4998204 ",19.060371,47.4998204
1386,Point,information," 19.0606628, 47.4995414 ",19.0606628,47.4995414
1387,Point,information," 19.0624821, 47.5020497 ",19.0624821,47.5020497
1390,Point,attraction," 19.0604354, 47.5035433 ",19.0604354,47.5035433
1393,Point,information," 19.0625044, 47.5016963 ",19.0625044,47.5016963
1394,Point,information," 19.0640974, 47.5015138 ",19.0640974,47.5015138
1395,Point,information," 19.0634713, 47.5009092 ",19.0634713,47.5009092
1396,Point,information," 19.0660237, 47.50137 ",19.0660237,47.50137
1397,Point,information," 19.0628929, 47.5026503 ",19.0628929,47.5026503
1398,Point,information," 19.0714857, 47.5038722 ",19.0714857,47.5038722
1399,Point,information," 19.0659827, 47.5028158 ",19.0659827,47.5028158
1400,Point,hotel," 19.066876, 47.5019394 ",19.066876,47.5019394
1401,Point,hostel," 19.0664478, 47.5023527 ",19.0664478,47.5023527
1403,Point,hostel," 19.0688584, 47.4904463 ",19.0688584,47.4904463
1404,Point,guest_house," 19.0692406, 47.4920912 ",19.0692406,47.4920912
1405,Point,information," 19.0443241, 47.573262 ",19.0443241,47.573262
1406,Point,information," 19.0843539, 47.6189526 ",19.0843539,47.6189526
1407,Point,information," 19.0824366, 47.6174621 ",19.0824366,47.6174621
1408,Point,gallery," 19.0681123, 47.4929266 ",19.0681123,47.4929266
1410,Point,information," 19.0611364, 47.4917806 ",19.0611364,47.4917806
1411,Point,information," 19.0613142, 47.4913226 ",19.0613142,47.4913226
1412,Point,information," 19.0597253, 47.4933154 ",19.0597253,47.4933154
1413,Point,information," 19.0601838, 47.492786 ",19.0601838,47.492786
1414,Point,guest_house," 19.0631582, 47.4924006 ",19.0631582,47.4924006
1415,Point,apartment," 19.0641969, 47.4870873 ",19.0641969,47.4870873
1416,Point,museum," 19.0455629, 47.5411708 ",19.0455629,47.5411708
1417,Point,museum," 19.0459658, 47.5406974 ",19.0459658,47.5406974
1418,Point,guest_house," 19.0643683, 47.4943434 ",19.0643683,47.4943434
1419,Point,hotel," 19.057611, 47.4988969 ",19.057611,47.4988969
1420,Point,attraction," 19.0707659, 47.4875693 ",19.0707659,47.4875693
1423,Point,hostel," 19.0670019, 47.4933269 ",19.0670019,47.4933269
1427,Point,guest_house," 19.0678233, 47.4934525 ",19.0678233,47.4934525
1429,Point,information," 19.2884649, 47.4211134 ",19.2884649,47.4211134
1432,Point,hostel," 19.09985, 47.4818185 ",19.09985,47.4818185
1437,Point,information," 19.3226279, 47.5966798 ",19.3226279,47.5966798
1441,Point,information," 18.9274476, 47.5612929 ",18.9274476,47.5612929
1443,Point,information," 18.9635218, 47.497495 ",18.9635218,47.497495
1444,Point,information," 18.9638605, 47.4975206 ",18.9638605,47.4975206
1445,Point,information," 18.964436, 47.5100958 ",18.964436,47.5100958
1447,Point,information," 18.9670565, 47.5033037 ",18.9670565,47.5033037
1449,Point,information," 18.9680232, 47.5117553 ",18.9680232,47.5117553
1452,Point,information," 18.957905, 47.5114825 ",18.957905,47.5114825
1453,Point,information," 18.9583549, 47.5122805 ",18.9583549,47.5122805
1454,Point,information," 18.9602993, 47.516405 ",18.9602993,47.516405
1455,Point,information," 18.9583091, 47.5188843 ",18.9583091,47.5188843
1456,Point,information," 18.9538795, 47.5215083 ",18.9538795,47.5215083
1457,Point,information," 18.9586356, 47.5128855 ",18.9586356,47.5128855
1458,Point,information," 18.9584447, 47.5125789 ",18.9584447,47.5125789
1459,Point,information," 18.9591718, 47.513275 ",18.9591718,47.513275
1461,Point,information," 18.9638175, 47.5037041 ",18.9638175,47.5037041
1463,Point,information," 18.9605228, 47.5066571 ",18.9605228,47.5066571
1465,Point,hotel," 19.1017887, 47.5130957 ",19.1017887,47.5130957
1466,Point,information," 18.9399301, 47.5427334 ",18.9399301,47.5427334
1467,Point,information," 18.9423214, 47.54217 ",18.9423214,47.54217
1468,Point,information," 18.9400701, 47.5439772 ",18.9400701,47.5439772
1471,Point,hostel," 19.0515639, 47.5116371 ",19.0515639,47.5116371
1474,Point,attraction," 19.1243675, 47.5341969 ",19.1243675,47.5341969
1476,Point,information," 19.0924935, 47.4817964 ",19.0924935,47.4817964
1477,Point,information," 18.8794903, 47.5757642 ",18.8794903,47.5757642
1480,Point,attraction," 18.9659429, 47.5026507 ",18.9659429,47.5026507
1481,Point,information," 18.9123358, 47.4256233 ",18.9123358,47.4256233
1485,Point,attraction," 19.0836705, 47.5004475 ",19.0836705,47.5004475
1487,Point,attraction," 19.0571844, 47.5013654 ",19.0571844,47.5013654
1488,Point,guest_house," 18.9074852, 47.4480791 ",18.9074852,47.4480791
1489,Point,information," 18.925432, 47.4359306 ",18.925432,47.4359306
1490,Point,information," 18.9247953, 47.4366908 ",18.9247953,47.4366908
1492,Point,information," 18.9116457, 47.4254278 ",18.9116457,47.4254278
1493,Point,gallery," 19.0605001, 47.503602 ",19.0605001,47.503602
1497,Point,hotel," 19.0988061, 47.481506 ",19.0988061,47.481506
1498,Point,hotel," 19.0980363, 47.4809985 ",19.0980363,47.4809985
1499,Point,information," 18.8689243, 47.529837 ",18.8689243,47.529837
1505,Point,museum," 19.0307833, 47.4193965 ",19.0307833,47.4193965
