ID,poi shape,poi type,coordinate,amenity_types,latitude,longitude
333,Polygon,fast_food," 19.0919676, 47.5172733 ",Sustenance,47.5172733,19.0919676
334,Polygon,fuel," 19.0916581, 47.5175533 ",Fuel Station,47.5175533,19.0916581
335,Polygon,parking," 19.0380076, 47.4313387 ",Parking,47.4313387,19.0380076
336,Polygon,townhall," 19.0408886, 47.4264313 ",Government,47.4264313,19.0408886
337,Polygon,parking," 19.0369266, 47.5221215 ",Parking,47.5221215,19.0369266
338,Polygon,hospital," 19.0381383, 47.5162084 ",Healthcare,47.5162084,19.0381383
339,Polygon,hospital," 19.0364882, 47.5192245 ",Healthcare,47.5192245,19.0364882
340,Polygon,place_of_worship," 19.0307859, 47.5045866 ",Religion,47.5045866,19.0307859
341,Polygon,place_of_worship," 19.0340171, 47.5017883 ",Religion,47.5017883,19.0340171
342,Polygon,parking," 19.0008993, 47.4466332 ",Parking,47.4466332,19.0008993
343,Polygon,parking," 18.9995631, 47.4461222 ",Parking,47.4461222,18.9995631
344,Polygon,parking," 19.0860393, 47.4806296 ",Parking,47.4806296,19.0860393
345,Polygon,marketplace," 19.1392448, 47.5450043 ",others,47.5450043,19.1392448
346,Polygon,marketplace," 19.2133893, 47.3884767 ",others,47.3884767,19.2133893
347,Polygon,marketplace," 19.2150893, 47.3723751 ",others,47.3723751,19.2150893
348,Polygon,parking," 19.2069133, 47.388374 ",Parking,47.388374,19.2069133
349,Polygon,pharmacy," 19.0339551, 47.544559 ",Healthcare,47.544559,19.0339551
350,Polygon,parking," 19.0377294, 47.5424232 ",Parking,47.5424232,19.0377294
351,Polygon,fast_food," 19.0361592, 47.5433942 ",Sustenance,47.5433942,19.0361592
352,Polygon,parking," 19.0381016, 47.5398194 ",Parking,47.5398194,19.0381016
353,Polygon,school," 19.2159469, 47.3885781 ",School,47.3885781,19.2159469
354,Polygon,kindergarten," 19.214093, 47.3893335 ",School,47.3893335,19.214093
355,Polygon,post_office," 19.2116468, 47.3847834 ",others,47.3847834,19.2116468
356,Polygon,arts_centre," 19.2152412, 47.3813712 ",Arts,47.3813712,19.2152412
357,Polygon,school," 19.2049909, 47.3766035 ",School,47.3766035,19.2049909
358,Polygon,parking," 18.9238225, 47.5990723 ",Parking,47.5990723,18.9238225
359,Polygon,school," 19.2272662, 47.3875931 ",School,47.3875931,19.2272662
360,Polygon,school," 19.2050405, 47.3797225 ",School,47.3797225,19.2050405
361,Polygon,place_of_worship," 19.0955292, 47.5545299 ",Religion,47.5545299,19.0955292
362,Polygon,fuel," 19.2069459, 47.4167305 ",Fuel Station,47.4167305,19.2069459
363,Polygon,school," 19.2160915, 47.4207741 ",School,47.4207741,19.2160915
364,Polygon,townhall," 19.2145387, 47.3823535 ",Government,47.3823535,19.2145387
365,Polygon,doctors," 19.2143929, 47.3826078 ",Healthcare,47.3826078,19.2143929
366,Polygon,parking," 18.9345489, 47.4569751 ",Parking,47.4569751,18.9345489
367,Polygon,parking," 19.2009715, 47.4332335 ",Parking,47.4332335,19.2009715
368,Polygon,hospital," 19.0260048, 47.4614914 ",Healthcare,47.4614914,19.0260048
369,Polygon,parking," 18.9984308, 47.4716735 ",Parking,47.4716735,18.9984308
370,Polygon,parking," 18.9989183, 47.4714239 ",Parking,47.4714239,18.9989183
371,Polygon,school," 19.0375626, 47.5020793 ",School,47.5020793,19.0375626
372,Polygon,parking," 19.0589582, 47.5324171 ",Parking,47.5324171,19.0589582
373,Polygon,parking," 19.0579158, 47.5301148 ",Parking,47.5301148,19.0579158
374,Polygon,parking," 19.0584439, 47.5312566 ",Parking,47.5312566,19.0584439
375,Polygon,parking," 19.0593958, 47.5333281 ",Parking,47.5333281,19.0593958
376,Polygon,social_facility," 19.1332455, 47.5501087 ",Healthcare,47.5501087,19.1332455
377,Polygon,fuel," 19.1363149, 47.5507756 ",Fuel Station,47.5507756,19.1363149
378,Polygon,fuel," 19.1387418, 47.5501748 ",Fuel Station,47.5501748,19.1387418
379,Polygon,kindergarten," 19.0555683, 47.4737668 ",School,47.4737668,19.0555683
380,Polygon,post_office," 19.0537942, 47.4736562 ",others,47.4736562,19.0537942
381,Polygon,school," 19.0671224, 47.6009388 ",School,47.6009388,19.0671224
382,Polygon,school," 19.0631565, 47.6006628 ",School,47.6006628,19.0631565
383,Polygon,place_of_worship," 19.0679315, 47.6027733 ",Religion,47.6027733,19.0679315
384,Polygon,school," 19.0618842, 47.598843 ",School,47.598843,19.0618842
385,Polygon,kindergarten," 19.0650028, 47.6011843 ",School,47.6011843,19.0650028
386,Polygon,marketplace," 19.0566854, 47.5978416 ",others,47.5978416,19.0566854
387,Polygon,school," 19.0636719, 47.5988934 ",School,47.5988934,19.0636719
388,Polygon,social_facility," 19.0648166, 47.5988896 ",Healthcare,47.5988896,19.0648166
389,Polygon,kindergarten," 19.0631853, 47.598553 ",School,47.598553,19.0631853
390,Polygon,marketplace," 19.0630842, 47.5947582 ",others,47.5947582,19.0630842
391,Polygon,parking," 19.0602733, 47.6022353 ",Parking,47.6022353,19.0602733
392,Polygon,kindergarten," 19.0576603, 47.5959277 ",School,47.5959277,19.0576603
393,Polygon,parking," 19.0560992, 47.5977435 ",Parking,47.5977435,19.0560992
394,Polygon,school," 19.0570625, 47.5964223 ",School,47.5964223,19.0570625
395,Polygon,school," 19.0571628, 47.5961924 ",School,47.5961924,19.0571628
396,Polygon,fast_food," 19.0635472, 47.6134603 ",Sustenance,47.6134603,19.0635472
397,Polygon,theatre," 19.0505023, 47.5301038 ",Entertainment,47.5301038,19.0505023
398,Polygon,place_of_worship," 19.0514545, 47.5308799 ",Religion,47.5308799,19.0514545
399,Polygon,school," 19.1554381, 47.4548295 ",School,47.4548295,19.1554381
400,Polygon,parking," 18.963881, 47.4518301 ",Parking,47.4518301,18.963881
401,Polygon,parking," 18.9587098, 47.4530907 ",Parking,47.4530907,18.9587098
402,Polygon,parking," 18.9546925, 47.4532068 ",Parking,47.4532068,18.9546925
403,Polygon,parking," 18.9580422, 47.4526302 ",Parking,47.4526302,18.9580422
404,Polygon,parking," 19.0128011, 47.4042902 ",Parking,47.4042902,19.0128011
405,Polygon,marketplace," 19.024213, 47.5087985 ",others,47.5087985,19.024213
406,Polygon,marketplace," 19.0372199, 47.5063007 ",others,47.5063007,19.0372199
407,Polygon,parking," 18.8863968, 47.442306 ",Parking,47.442306,18.8863968
408,Polygon,parking," 18.8866759, 47.4437906 ",Parking,47.4437906,18.8866759
409,Polygon,parking," 18.8870621, 47.4426611 ",Parking,47.4426611,18.8870621
410,Polygon,school," 18.9608011, 47.5616806 ",School,47.5616806,18.9608011
411,Polygon,parking," 19.0194285, 47.457972 ",Parking,47.457972,19.0194285
412,Polygon,parking," 19.0192892, 47.4573361 ",Parking,47.4573361,19.0192892
413,Polygon,school," 19.0447739, 47.4788327 ",School,47.4788327,19.0447739
414,Polygon,college," 19.0426674, 47.4785712 ",School,47.4785712,19.0426674
415,Polygon,place_of_worship," 19.0420041, 47.4787122 ",Religion,47.4787122,19.0420041
416,Polygon,place_of_worship," 19.137163, 47.5419031 ",Religion,47.5419031,19.137163
417,Polygon,kindergarten," 18.9915787, 47.3955552 ",School,47.3955552,18.9915787
418,Polygon,bus_station," 19.027741, 47.5083191 ",others,47.5083191,19.027741
419,Polygon,parking," 19.0661864, 47.4833098 ",Parking,47.4833098,19.0661864
420,Polygon,place_of_worship," 19.0668059, 47.4833626 ",Religion,47.4833626,19.0668059
421,Polygon,school," 19.0662908, 47.4851861 ",School,47.4851861,19.0662908
422,Polygon,school," 19.0670775, 47.484345 ",School,47.484345,19.0670775
423,Polygon,school," 19.0407924, 47.479923 ",School,47.479923,19.0407924
424,Polygon,fast_food," 19.146503, 47.5658903 ",Sustenance,47.5658903,19.146503
425,Polygon,school," 19.1149139, 47.5567522 ",School,47.5567522,19.1149139
426,Polygon,nightclub," 19.0627245, 47.4768705 ",Entertainment,47.4768705,19.0627245
427,Polygon,school," 18.9476742, 47.4569723 ",School,47.4569723,18.9476742
428,Polygon,police," 18.9432736, 47.4612371 ",Police,47.4612371,18.9432736
429,Polygon,school," 18.9414259, 47.4579481 ",School,47.4579481,18.9414259
430,Polygon,kindergarten," 18.9451514, 47.4598348 ",School,47.4598348,18.9451514
431,Polygon,kindergarten," 18.9606406, 47.4617493 ",School,47.4617493,18.9606406
432,Polygon,kindergarten," 18.9472911, 47.4617077 ",School,47.4617077,18.9472911
433,Polygon,school," 18.9627202, 47.4620327 ",School,47.4620327,18.9627202
434,Polygon,parking," 18.9435539, 47.4568338 ",Parking,47.4568338,18.9435539
435,Polygon,fire_station," 18.9389735, 47.4421936 ",others,47.4421936,18.9389735
436,Polygon,school," 18.9700699, 47.4643386 ",School,47.4643386,18.9700699
437,Polygon,place_of_worship," 18.9625502, 47.4618906 ",Religion,47.4618906,18.9625502
438,Polygon,kindergarten," 18.9404903, 47.4592779 ",School,47.4592779,18.9404903
439,Polygon,parking," 18.9445708, 47.4624177 ",Parking,47.4624177,18.9445708
440,Polygon,parking," 18.9474641, 47.4587881 ",Parking,47.4587881,18.9474641
441,Polygon,school," 18.9699007, 47.4571425 ",School,47.4571425,18.9699007
442,Polygon,school," 18.9769019, 47.4579405 ",School,47.4579405,18.9769019
443,Polygon,school," 18.9385767, 47.4612269 ",School,47.4612269,18.9385767
444,Polygon,courthouse," 18.938389, 47.4618386 ",Government,47.4618386,18.938389
445,Polygon,community_centre," 18.9597631, 47.4615292 ",Entertainment,47.4615292,18.9597631
446,Polygon,parking," 18.9391483, 47.4595901 ",Parking,47.4595901,18.9391483
447,Polygon,kindergarten," 18.9705336, 47.4649232 ",School,47.4649232,18.9705336
448,Polygon,parking," 18.9215832, 47.5070243 ",Parking,47.5070243,18.9215832
449,Polygon,parking," 19.0414112, 47.4977108 ",Parking,47.4977108,19.0414112
450,Polygon,bus_station," 19.1354163, 47.5021084 ",others,47.5021084,19.1354163
451,Polygon,fountain," 19.3941673, 47.4227929 ",Arts,47.4227929,19.3941673
452,Polygon,parking," 19.3859383, 47.4264005 ",Parking,47.4264005,19.3859383
453,Polygon,kindergarten," 19.1251276, 47.5432143 ",School,47.5432143,19.1251276
454,Polygon,place_of_worship," 18.964471, 47.6406762 ",Religion,47.6406762,18.964471
455,Polygon,grave_yard," 18.9607296, 47.6393942 ",others,47.6393942,18.9607296
456,Polygon,public_building," 19.1392824, 47.5051212 ",others,47.5051212,19.1392824
457,Polygon,shelter," 19.1304769, 47.5039151 ",others,47.5039151,19.1304769
458,Polygon,parking," 19.1575712, 47.5795526 ",Parking,47.5795526,19.1575712
459,Polygon,parking," 19.2222947, 47.4387849 ",Parking,47.4387849,19.2222947
460,Polygon,theatre," 19.0469998, 47.472778 ",Entertainment,47.472778,19.0469998
461,Polygon,parking," 19.0776103, 47.5566368 ",Parking,47.5566368,19.0776103
462,Polygon,hospital," 19.098039, 47.5189703 ",Healthcare,47.5189703,19.098039
463,Polygon,parking," 19.1605903, 47.5779586 ",Parking,47.5779586,19.1605903
464,Polygon,hospital," 19.0925559, 47.4799356 ",Healthcare,47.4799356,19.0925559
465,Polygon,hospital," 19.089022, 47.4787443 ",Healthcare,47.4787443,19.089022
466,Polygon,parking," 18.9366935, 47.4276004 ",Parking,47.4276004,18.9366935
467,Polygon,university," 19.067476, 47.484909 ",School,47.484909,19.067476
468,Polygon,university," 19.0780761, 47.4909475 ",School,47.4909475,19.0780761
469,Polygon,university," 19.0776171, 47.4912741 ",School,47.4912741,19.0776171
470,Polygon,parking," 18.9042463, 47.4532387 ",Parking,47.4532387,18.9042463
471,Polygon,post_office," 18.9146721, 47.4347932 ",others,47.4347932,18.9146721
472,Polygon,doctors," 18.9134483, 47.4358433 ",Healthcare,47.4358433,18.9134483
473,Polygon,school," 19.0629182, 47.5026656 ",School,47.5026656,19.0629182
474,Polygon,kindergarten," 18.9147889, 47.4416168 ",School,47.4416168,18.9147889
475,Polygon,parking," 18.9148936, 47.4417025 ",Parking,47.4417025,18.9148936
476,Polygon,parking," 19.0425958, 47.4871237 ",Parking,47.4871237,19.0425958
477,Polygon,parking," 18.8881996, 47.465833 ",Parking,47.465833,18.8881996
478,Polygon,parking," 18.8859085, 47.4672746 ",Parking,47.4672746,18.8859085
479,Polygon,parking," 18.895351, 47.4595813 ",Parking,47.4595813,18.895351
480,Polygon,parking," 18.8854966, 47.4666601 ",Parking,47.4666601,18.8854966
481,Polygon,parking," 18.8892599, 47.4657889 ",Parking,47.4657889,18.8892599
482,Polygon,parking," 18.9697865, 47.4530492 ",Parking,47.4530492,18.9697865
483,Polygon,parking," 18.8893188, 47.4639244 ",Parking,47.4639244,18.8893188
484,Polygon,parking," 18.9604364, 47.4514065 ",Parking,47.4514065,18.9604364
485,Polygon,parking," 18.9016006, 47.4676451 ",Parking,47.4676451,18.9016006
486,Polygon,parking," 18.9463249, 47.4529088 ",Parking,47.4529088,18.9463249
487,Polygon,parking," 18.9019749, 47.4562954 ",Parking,47.4562954,18.9019749
488,Polygon,parking," 18.9370124, 47.4534023 ",Parking,47.4534023,18.9370124
489,Polygon,parking," 18.9490305, 47.4553594 ",Parking,47.4553594,18.9490305
490,Polygon,university," 19.0596711, 47.4849429 ",School,47.4849429,19.0596711
491,Polygon,school," 19.2014986, 47.5112481 ",School,47.5112481,19.2014986
492,Polygon,college," 19.2043695, 47.508128 ",School,47.508128,19.2043695
493,Polygon,parking," 19.2274817, 47.4834789 ",Parking,47.4834789,19.2274817
494,Polygon,parking," 19.1502724, 47.5411627 ",Parking,47.5411627,19.1502724
495,Polygon,parking," 19.151903, 47.540254 ",Parking,47.540254,19.151903
496,Polygon,b," 19.1420422, 47.5519727 ",others,47.5519727,19.1420422
497,Polygon,parking," 19.1383915, 47.551733 ",Parking,47.551733,19.1383915
498,Polygon,parking," 19.0504413, 47.3449926 ",Parking,47.3449926,19.0504413
499,Polygon,parking," 19.0185873, 47.3371491 ",Parking,47.3371491,19.0185873
500,Polygon,parking," 19.3519949, 47.4436364 ",Parking,47.4436364,19.3519949
501,Polygon,parking," 19.3505577, 47.4433227 ",Parking,47.4433227,19.3505577
502,Polygon,parking," 19.3498565, 47.4437824 ",Parking,47.4437824,19.3498565
503,Polygon,parking," 19.3691036, 47.447609 ",Parking,47.447609,19.3691036
504,Polygon,parking," 19.3633388, 47.4478786 ",Parking,47.4478786,19.3633388
505,Polygon,parking," 19.3614068, 47.4484599 ",Parking,47.4484599,19.3614068
506,Polygon,place_of_worship," 19.3377895, 47.4467966 ",Religion,47.4467966,19.3377895
507,Polygon,parking," 19.2508987, 47.5395685 ",Parking,47.5395685,19.2508987
508,Polygon,fuel," 19.2466953, 47.5396994 ",Fuel Station,47.5396994,19.2466953
509,Polygon,parking," 19.2483519, 47.5401697 ",Parking,47.5401697,19.2483519
510,Polygon,parking," 19.2452037, 47.5388308 ",Parking,47.5388308,19.2452037
511,Polygon,parking," 19.2459908, 47.5403086 ",Parking,47.5403086,19.2459908
512,Polygon,parking," 19.2440479, 47.5389856 ",Parking,47.5389856,19.2440479
513,Polygon,parking," 19.2424535, 47.540171 ",Parking,47.540171,19.2424535
514,Polygon,parking," 19.1616038, 47.5797836 ",Parking,47.5797836,19.1616038
515,Polygon,parking," 19.0055589, 47.5114327 ",Parking,47.5114327,19.0055589
516,Polygon,parking," 19.1505823, 47.5041356 ",Parking,47.5041356,19.1505823
517,Polygon,parking," 19.2160925, 47.5034167 ",Parking,47.5034167,19.2160925
518,Polygon,parking," 18.98515, 47.4462025 ",Parking,47.4462025,18.98515
519,Polygon,parking," 19.0685187, 47.4244942 ",Parking,47.4244942,19.0685187
520,Polygon,parking," 18.970347, 47.5004494 ",Parking,47.5004494,18.970347
521,Polygon,parking," 18.8744973, 47.4707781 ",Parking,47.4707781,18.8744973
522,Polygon,parking," 18.8766757, 47.4668923 ",Parking,47.4668923,18.8766757
523,Polygon,parking," 18.8693298, 47.470324 ",Parking,47.470324,18.8693298
524,Polygon,parking," 19.0253513, 47.3819122 ",Parking,47.3819122,19.0253513
525,Polygon,school," 18.8992955, 47.5710317 ",School,47.5710317,18.8992955
526,Polygon,place_of_worship," 19.069038, 47.4311721 ",Religion,47.4311721,19.069038
527,Polygon,school," 19.0206196, 47.44846 ",School,47.44846,19.0206196
528,Polygon,school," 19.0168023, 47.465736 ",School,47.465736,19.0168023
529,Polygon,post_office," 19.021793, 47.4654249 ",others,47.4654249,19.021793
530,Polygon,kindergarten," 18.8976722, 47.4426271 ",School,47.4426271,18.8976722
531,Polygon,school," 18.9008524, 47.4413744 ",School,47.4413744,18.9008524
532,Polygon,nightclub," 19.037298, 47.4401758 ",Entertainment,47.4401758,19.037298
533,Polygon,fuel," 19.0064615, 47.4479838 ",Fuel Station,47.4479838,19.0064615
534,Polygon,parking," 19.0071761, 47.4487551 ",Parking,47.4487551,19.0071761
535,Polygon,parking," 19.0388988, 47.4354563 ",Parking,47.4354563,19.0388988
536,Polygon,place_of_worship," 19.2890894, 47.5255118 ",Religion,47.5255118,19.2890894
537,Polygon,kindergarten," 19.0363692, 47.4644274 ",School,47.4644274,19.0363692
538,Polygon,parking," 18.9351981, 47.3757328 ",Parking,47.3757328,18.9351981
539,Polygon,parking," 18.8999746, 47.3224581 ",Parking,47.3224581,18.8999746
540,Polygon,parking," 18.9358065, 47.4296782 ",Parking,47.4296782,18.9358065
541,Polygon,restaurant," 18.9013004, 47.4327735 ",Sustenance,47.4327735,18.9013004
542,Polygon,parking," 19.0412102, 47.4364524 ",Parking,47.4364524,19.0412102
543,Polygon,marketplace," 19.0368214, 47.4456563 ",others,47.4456563,19.0368214
544,Polygon,parking," 18.8930411, 47.4453629 ",Parking,47.4453629,18.8930411
545,Polygon,parking," 18.8916482, 47.4439143 ",Parking,47.4439143,18.8916482
546,Polygon,community_centre," 19.0163296, 47.4633392 ",Entertainment,47.4633392,19.0163296
547,Polygon,post_office," 19.0162142, 47.463177 ",others,47.463177,19.0162142
548,Polygon,kindergarten," 19.0344002, 47.4619588 ",School,47.4619588,19.0344002
549,Polygon,kindergarten," 19.034426, 47.462056 ",School,47.462056,19.034426
550,Polygon,fire_station," 19.2561894, 47.4382251 ",others,47.4382251,19.2561894
551,Polygon,fast_food," 19.0211321, 47.4096515 ",Sustenance,47.4096515,19.0211321
552,Polygon,place_of_worship," 19.0733864, 47.4834038 ",Religion,47.4834038,19.0733864
553,Polygon,theatre," 19.0640613, 47.4915941 ",Entertainment,47.4915941,19.0640613
554,Polygon,place_of_worship," 19.0765557, 47.5019003 ",Religion,47.5019003,19.0765557
555,Polygon,parking," 19.0621333, 47.4756817 ",Parking,47.4756817,19.0621333
556,Polygon,kindergarten," 19.1352895, 47.5451282 ",School,47.5451282,19.1352895
557,Polygon,kindergarten," 19.1409543, 47.5388018 ",School,47.5388018,19.1409543
558,Polygon,recycling," 19.1833584, 47.5208855 ",Recycling,47.5208855,19.1833584
559,Polygon,parking," 18.9777018, 47.4483266 ",Parking,47.4483266,18.9777018
560,Polygon,school," 19.0361525, 47.4319081 ",School,47.4319081,19.0361525
561,Polygon,marketplace," 19.0713832, 47.4258042 ",others,47.4258042,19.0713832
562,Polygon,parking," 18.9542976, 47.4660024 ",Parking,47.4660024,18.9542976
563,Polygon,place_of_worship," 19.069057, 47.4199436 ",Religion,47.4199436,19.069057
564,Polygon,parking," 19.004649, 47.3994289 ",Parking,47.3994289,19.004649
565,Polygon,place_of_worship," 19.3504814, 47.4430711 ",Religion,47.4430711,19.3504814
566,Polygon,parking," 19.3484329, 47.4425624 ",Parking,47.4425624,19.3484329
567,Polygon,police," 19.0399797, 47.427231 ",Police,47.427231,19.0399797
568,Polygon,school," 19.038161, 47.426983 ",School,47.426983,19.038161
569,Polygon,parking," 19.3510604, 47.4428742 ",Parking,47.4428742,19.3510604
570,Polygon,hospital," 19.0803534, 47.4965437 ",Healthcare,47.4965437,19.0803534
