ID,Apartment,House,Room,Price per month,Size(sqm),Price per sqm,District I,District II,District III,District IV,District V,District VI,District VII,District VIII,District IX,District X,District XI,District XII,District XIII,District XIV,District XV,District XVI,District XVII,District XVIII,District XIX,District XX,District XXI,District XXII,District XXIII,Street,Number of rooms,Number of seperate rooms,Number ofhalf rooms,Type of the building,Brick apartment,Block apartment,Deposit,Utilities,Common cost,Furniture,Furnished,Equipped,Partly furnished,Empty,Floor,Balconies,View,View: Courtyard,"View: Courtyard, sunny","View: Courtyard, not sunny",View: Danube,View: Garden,View: Roof,View: Square,View: Panoramic,View: Park,View: Street,"View: Street, quiet","View: Street, sunny",View: City,View: Hill,Shortest rental period,Children welcomed,American kitchen,Can be an office,Foreigners welcomed,Washing machine,Details,Area,Transportation,Near universities,Latitude,Longitude,Lats,Lons,Postcode,District,Distace to Danube,Distace to City Centre,Distace to Keleti,Distace to Nyugati,Distance to Deli,Distance to Airport
2725,1,0,0,998,81,12.32098765,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Váci utca,"
                2 rooms                            ",2,0,Brick Apartment,1,0,1997,87,62,"Furnished, equipped",1,1,0,0,3,-1,To the street,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12,-1,-1,-1,-1,1,diamond.alberlet.hu,,,"Moholy-Nagy Művészeti Egyetem - MOME ( 0.596 km )Mozgássérültek Pető András Nevelőképző és Nevelőintézete - MPANNI ( 0.834 km )Nemzetközi Üzleti Főiskola (International Business School), - NÜF IBS ( 1.036 km )Sola Scriptura Teológiai Főiskola - SSTF ( 1.800 km )International Business School - IBS ( 1.036 km )

                    More
                    



",47.491922,19.0537727,47.491922,19.0537727,1056,5,1.665870981434234,0.5611879147903424,2.4927162940838796,2.204022615736258,2.4306688264442986,16.056365311360988
2726,1,0,0,1200,99,12.12121212,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Margit körút,"
                2 rooms                 + 2 half room            ",2,2,Brick Apartment,1,0,2400,111,59,"Furnished, equipped",1,1,0,0,3,-1,"Street, sunny",0,0,0,0,0,0,0,0,0,1,0,1,0,0,At least one year,-1,-1,-1,Yes,-1,"Newly full refurbished apartment for long term rent in the center of Buda     

Fully furnished and equipped 99 sqm renovated luxury apartment located in Margit korut at the boarder of the 1st and 2nd District of Budapest. This is a centered location at the Buda side, but the Pest side can be easily accessed as well. The apartment is close to the Danube and to the Mammut shopping mall.      

The building     
The apartment is located on the 3rd floor of a beautiful, well-kept classical building (elevator belongs to the building). It is sunny enough during the day, but shady enough to enjoy the warm lights of the apartment. Despite of the easy access to the public transportations, it is very quiet as it has sound-proof doors and windows.      

Rooms      
The apartment has one spacious livingroom with open-plan kitchen. A separate exclusive master bedroom has direct access to the bathroom with bathtub. Bedroom is shared with a large wardrobe. Additional two smaller room, one laundry and a separate sanitary for guests is also located in the apartment. The smaller rooms could be furnished on demand as an office or guest bedroom.      

Furnishing     
Apartment is newly renovated and elegantly furnished by professional interior designers using top quality materials and appliances. The ideas made the property unique and extremely practical. This modern property is furnished with high standard furnitures and equipped with all necessary technical devices. The kitchen is fully fitted with all brand new appliances including dishwasher and Nespresso machine. The extravagant open-plan kitchen with dining area is fit to 6-8 persons. In the laundry room there is washing machine and dryer machine. Living room has a huge widescreen television on the wall. The apartment also has an alarm system.     

Parking     
There is a large parking lot at the corner of the street with a monthly ticket option. The parking at the back on street of the building is free of charge.     

Public transport     
Apartment is located in a very center, having easy access to public transportation options (metro line M2, tram lines no. 4-6), but the apartment is very quiet as it looks onto the French courtyard.",,,,47.5103461,19.0309734,47.5103461,19.0309734,1027,2,0.667395061260299,2.135175409070424,4.093884857451629,1.9771531396321282,1.103376317893649,18.44677683712294
2727,1,0,0,750,55,13.63636364,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lechner Ödön fasor,"
                2 rooms                            ",2,0,Brick Apartment,1,0,2250,77,77,"Furnished, equipped",1,1,0,0,2,-1,"Street, sunny",0,0,0,0,0,0,0,0,0,1,0,1,0,0,12,-1,-1,-1,1,-1,"Rent: 750 Eur Size: 55 sqm Floor: 2nd Rooms: 2 Bedrooms: 1 Available: Immediately Beautiful One-bedroom apartment is available for rent in the popular DunaPest Residences. Dunapest Residences: Located in Budapest, along the coast of the river Danube, DunaPest is an exclusive community of apartments. The Residences features luxury apartments in a wide variety of styles, along with handy amenities - only for residents - like a swimming pool, café, and fitness club located on premises. The apartment has a bright living room with balcony, an open kitchen with dining area, a spacious bedroom with double bed, a bathroom with bathtub and a separated toilet. It is fully furnished and totally equipped for the highest standards. Common cost: 50 301 HUF/month (including internet, TV, wellness)",,,"Andrássy Gyula Budapesti Német Nyelvű Egyetem - ANNYE ( 0.892 km )Budapesti Gazdasági Főiskola - BGF KVIFK ( 1.092 km )Budapesti Közgazdaságtudományi és Államigazgatási Egyetem - BKÁE BCE ( 1.525 km )Budapesti Közgazdaságtudományi és Államigazgatási Egyetem - BKÁE GTK BCE GTK ( 1.525 km )Budapesti Közgazdaságtudományi és Államigazgatási Egyetem - BKÁE KTK BCE KTK ( 1.525 km )Budapesti Corvinus Egyetem - BKÁE TK BCE TK ( 1.689 km )Bhaktivedanta Hittudományi Főiskola - BKTF ( 0.783 km )Budapesti Műszaki és Gazdaságtudományi Egyetem - BME ( 1.972 km )Budapesti Műszaki és Gazdaságtudományi Egyetem - BME ÉSZK ( 1.972 km )Budapesti Műszaki és Gazdaságtudományi Egyetem - BME GTK ( 1.972 km )Budapesti Műszaki és Gazdaságtudományi Egyetem - BME KSK ( 1.972 km )Budapesti Műszaki és Gazdaságtudományi Egyetem - BME TTK ( 1.972 km )Budapesti Műszaki és Gazdaságtudományi Egyetem - BME-ÉŐK ( 1.972 km )Budapesti Műszaki és Gazdaságtudományi Egyetem - BME-VBK ( 1.972 km )Budapesti Műszaki Főiskola - BMF BGK ( 1.041 km )Budapesti Műszaki Főiskola - BMF KGK ( 1.702 km )Baptista Teológiai Akadémia - BTA ( 1.812 km )Eötvös Loránd Tudományegyetem - ELTE ( 1.000 km )Eötvös Loránd Tudományegyetem - ELTE ÁJK ( 1.000 km )Eötvös Loránd Tudományegyetem - ELTE BTK ( 0.665 km )Eötvös Loránd Tudományegyetem - ELTE PPK ( 0.322 km )Heller Farkas Gazdasági és Turisztikai Szolgáltatások Főiskolája - HFF ( 1.266 km )Közép-Európai Egyetem - KEE ( 0.739 km )Károli Gáspár Református Egyetem - KRE ( 1.180 km )Károli Gáspár Református Egyetem - KRE BTK ( 1.195 km )Károli Gáspár Református Egyetem - KRE HTK ( 1.579 km )Liszt Ferenc Zeneművészeti Egyetem - LFZE ( 0.550 km )McDaniel College - MCDC ( 1.609 km )Magyar Képzőművészeti Egyetem - MKE ( 1.034 km )Országos Rabbiképző - Zsidó Egyetem - OR ZSE ( 1.070 km )Pázmány Péter Katolikus Egyetem - PPKE ( 1.009 km )Pázmány Péter Katolikus Egyetem - PPKE HTK ( 1.045 km )Pázmány Péter Katolikus Egyetem - PPKE JÁK ( 0.973 km )Semmelweis Egyetem - SE ( 1.532 km )Semmelweis Egyetem - SE ÁOK ( 1.532 km )Semmelweis Egyetem - SE EFK ( 0.872 km )Semmelweis Egyetem - SE FOK ( 1.532 km )Semmelweis Egyetem - SE GYTK ( 1.532 km )Színház- és Filmművészeti Egyetem - SZFE ( 0.685 km )Szent István Egyetem - SZIE ÁOTK ( 1.470 km )Sapientia Szerzetesi Hittudományi Főiskola - SSZHF ( 0.910 km )Wesley János Lelkészképző Főiskola - WJLF ( 1.967 km )Central European University - CEU ( 0.739 km )

                    More
                    



",47.4738029,19.0706304,47.4738029,19.0706304,1095,9,3.571719751397443,2.9367908077450857,3.2251305639768213,4.3222615261915704,4.622776055079469,14.206627391497804
2728,1,0,0,975,88,11.07954545,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eötvös utca,"
                3 rooms                            ",3,0,Brick Apartment,1,0,1950,108,87,"Furnished, equipped",1,1,0,0,4,-1,"Street, sunny",0,0,0,0,0,0,0,0,0,1,0,1,0,0,12,-1,-1,-1,1,-1,"Rent: 975 Eur Size: 88 sqm + 18 sqm Balcony Floor: 4th Rooms: 3 Bedrooms: 2 Bathrooms: 2 Available: from 1st of September Modern two-bedrooms apartment is available for rent in the 6th district, in Eötvös street 39., just behind the Radisson Hotel. The flat is newly-built, located on the secure 4th floor with special elevator code, security cameras and recently renovated building. Utilities: 35 000 HUF/month (unlimited) Common cost: 28 360 HUF/month Perfect location: small quiet street 1 block from Teréz Körút, 3 minutes walk from Nyugati train station and West End shopping center, BGE University, 2 minutes from Oktogon, easy access to Light Rail 4-6, Bus and Underground. We require 2-months security deposit, and first and last month rent to move in.",,,"Andrássy Gyula Budapesti Német Nyelvű Egyetem - ANNYE ( 1.557 km )Budapesti Közgazdaságtudományi és Államigazgatási Egyetem - BKÁE BCE ( 1.865 km )Budapesti Közgazdaságtudományi és Államigazgatási Egyetem - BKÁE GTK BCE GTK ( 1.865 km )Budapesti Közgazdaságtudományi és Államigazgatási Egyetem - BKÁE KTK BCE KTK ( 1.865 km )Budapesti Corvinus Egyetem - BKÁE TK BCE TK ( 1.671 km )Budapesti Műszaki Főiskola - BMF BGK ( 1.309 km )Budapesti Műszaki Főiskola - BMF KGK ( 0.594 km )Eötvös Loránd Tudományegyetem - ELTE ( 1.839 km )Eötvös Loránd Tudományegyetem - ELTE ÁJK ( 1.839 km )Eötvös Loránd Tudományegyetem - ELTE BTK ( 1.842 km )Eötvös Loránd Tudományegyetem - ELTE PPK ( 1.958 km )Heller Farkas Gazdasági és Turisztikai Szolgáltatások Főiskolája - HFF ( 1.830 km )Károli Gáspár Református Egyetem - KRE ( 1.613 km )Károli Gáspár Református Egyetem - KRE BTK ( 1.359 km )Károli Gáspár Református Egyetem - KRE HTK ( 1.386 km )McDaniel College - MCDC ( 1.895 km )Országos Rabbiképző - Zsidó Egyetem - OR ZSE ( 1.208 km )Pázmány Péter Katolikus Egyetem - PPKE ( 1.389 km )Pázmány Péter Katolikus Egyetem - PPKE HTK ( 1.991 km )Pázmány Péter Katolikus Egyetem - PPKE ITK ( 0.235 km )Pázmány Péter Katolikus Egyetem - PPKE JÁK ( 1.419 km )Semmelweis Egyetem - SE ( 1.154 km )Semmelweis Egyetem - SE ÁOK ( 1.154 km )Semmelweis Egyetem - SE EFK ( 1.430 km )Semmelweis Egyetem - SE FOK ( 1.154 km )Semmelweis Egyetem - SE GYTK ( 1.154 km )Színház- és Filmművészeti Egyetem - SZFE ( 1.593 km )Szent István Egyetem - SZIE ÁOTK ( 1.878 km )Wesley János Lelkészképző Főiskola - WJLF ( 0.481 km )Wekerle Sándor Üzleti Főiskola - WSUF ( 0.157 km )

                    More
                    



",47.5068373,19.0632519,47.5068373,19.0632519,1062,6,1.7357240945750483,1.484588481423556,1.66066532513273,0.6967719716572864,2.96434718214482,16.106147190150157
2729,1,0,0,600,64,9.375,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Délibáb utca,"
                3 rooms                            ",3,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,,,,-1.0,-1.0,-1.0,-1.0,-1,-1,1167.6521527879972,5732.995097558857,5734.572860668599,5734.71762771819,5732.625624493174,5733.874026758354
2730,1,0,0,773,70,11.04285714,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Vörösmarty utca,"
                3 rooms                            ",3,0,Brick Apartment,1,0,1546,155,28,"Furnished, equipped",1,1,0,0,1.5,-1,To the courtyard,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,1,-1,-1,-1,diamond.alberlet.hu,,,,47.5067292,19.0666082,47.5067292,19.0666082,1064,6,1.9754112200918743,1.647873281803261,1.423769208381978,0.8887592125029442,3.20933427520391,15.878346439666155
2731,1,0,0,800,46,17.39130435,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Corvin sétány,"
                2 rooms                            ",2,0,Brick Apartment,1,0,1600,53,53,"Furnished, equipped",1,1,0,0,8,-1,"Street, sunny",0,0,0,0,0,0,0,0,0,1,0,1,0,0,12,-1,-1,-1,1,-1,"Rent: 800€ Utilities & Common cost: 35000 HUF (excluding electricity & internet) Size: 46 sqrm + terrace Floor: 8th View to Corvin Promenade Building: Park Residence C Superb One-bedroom apartment, freshly designed, very bright with balcony and with a nice view to Corvin Promenade. The flat completely new and you will be the 1st tenant. It has Air conditioning in both rooms. And a fully equipped kitchen with Dish-washer Corvin Setany is popular for its mall and access to anyehere in the city using trams 4,6 and Blue metro line. The residents enjoy the access to their daily needs which are steps away from their location.",,,,47.4857949,19.076159,47.4857949,19.076159,1082,8,3.4809907820016903,2.254151540729909,1.828595129864455,3.2028656846697086,4.243348491472173,14.241622665153262
2732,1,0,0,600,55,10.90909091,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dohány utca,"
                2 rooms                            ",2,0,Brick Apartment,1,0,1200,46,40,"Furnished, equipped",1,1,0,0,4,-1,"Street, sunny",0,0,0,0,0,0,0,0,0,1,0,1,0,0,12,-1,-1,-1,1,-1,"Rent: 600 Eur    
Size: 55 sqm + Balcony    
Floor: 4th    
Rooms: 2    
Bedrooms: 1 
Available: Immediately    

This bright apartment has a spacious living room with a nice balcony (faces the street), an open kitchen with dining area, a quiet bedroom with double bed (faces the courtyard, so noise is not an issue) and a bathroom with bathtub. It is fully furnished and well-equipped. (It has AC as well!).    

Great location! Astoria M2 (red line) metro station is only a few minutes walk distance.    
Blaha Lujza Square, 4/6 & 47/49 tram stations are also a stone's throw away.",,,,47.4966032,19.0663164,47.4966032,19.0663164,1074,7,2.3590425258710166,1.1730236900356945,1.4204844462514628,1.8023011893196341,3.1776203268018115,15.394195384315356
2733,1,0,0,773,85,9.094117647000001,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Duránci utca,"
                4 rooms                            ",4,0,Brick Apartment,1,0,1546,62,46,Partly furnished,0,0,1,0,1,-1,Street and courtyard,1,0,0,0,0,0,0,0,0,1,0,0,0,0,12,1,-1,-1,1,-1,newlife.alberlet.hu,,,"Moholy-Nagy Művészeti Egyetem - MOME ( 0.596 km )Mozgássérültek Pető András Nevelőképző és Nevelőintézete - MPANNI ( 0.834 km )Nemzetközi Üzleti Főiskola (International Business School), - NÜF IBS ( 1.036 km )Sola Scriptura Teológiai Főiskola - SSTF ( 1.800 km )International Business School - IBS ( 1.036 km )

                    More
                    



",47.4506264,19.0224432,47.4506264,19.0224432,1116,11,1.1130577557213173,5.527820550527443,7.291585188772771,7.267059780921649,5.648132254576276,17.335217716721573
2734,1,0,0,630,55,11.45454545,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Király utca,"
                2 rooms                            ",2,0,Brick Apartment,1,0,1260,62,62,"Furnished, equipped",1,1,0,0,7,-1,View to the city,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,-1,-1,-1,1,1,"Amazing One-bedroom apartment in Gozsdu udvar is available for rent.                
The flat is located on the top floor and its totally away from the noise of Gozsdu Udvar.                
It is very bright, fully equipped, Air conditioner and dishwasher are available as well. Perfect location, very close to Deak ter which gives you easy access to anywhere in the city.",,,,47.5023351,19.0633949,47.5023351,19.0633949,1077,7,1.9253967059383477,1.1518450314097513,1.5394994941128104,1.129939435772799,2.914757729887914,15.867386837129704
2735,1,0,0,692,66,10.48484848,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Szilágyi Erzsébet fasor,"
                3 rooms                            ",3,0,Brick Apartment,1,0,1385,15,108,"Furnished, IKEA, KIKA",1,0,0,0,3,-1,Overlooking the garden,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,1,-1,-1,1,-1,diamond.alberlet.hu,,,"Andrássy Gyula Budapesti Német Nyelvű Egyetem - ANNYE ( 0.892 km )Budapesti Gazdasági Főiskola - BGF KVIFK ( 1.092 km )Budapesti Közgazdaságtudományi és Államigazgatási Egyetem - BKÁE BCE ( 1.525 km )Budapesti Közgazdaságtudományi és Államigazgatási Egyetem - BKÁE GTK BCE GTK ( 1.525 km )Budapesti Közgazdaságtudományi és Államigazgatási Egyetem - BKÁE KTK BCE KTK ( 1.525 km )Budapesti Corvinus Egyetem - BKÁE TK BCE TK ( 1.689 km )Bhaktivedanta Hittudományi Főiskola - BKTF ( 0.783 km )Budapesti Műszaki és Gazdaságtudományi Egyetem - BME ( 1.972 km )Budapesti Műszaki és Gazdaságtudományi Egyetem - BME ÉSZK ( 1.972 km )Budapesti Műszaki és Gazdaságtudományi Egyetem - BME GTK ( 1.972 km )Budapesti Műszaki és Gazdaságtudományi Egyetem - BME KSK ( 1.972 km )Budapesti Műszaki és Gazdaságtudományi Egyetem - BME TTK ( 1.972 km )Budapesti Műszaki és Gazdaságtudományi Egyetem - BME-ÉŐK ( 1.972 km )Budapesti Műszaki és Gazdaságtudományi Egyetem - BME-VBK ( 1.972 km )Budapesti Műszaki Főiskola - BMF BGK ( 1.041 km )Budapesti Műszaki Főiskola - BMF KGK ( 1.702 km )Baptista Teológiai Akadémia - BTA ( 1.812 km )Eötvös Loránd Tudományegyetem - ELTE ( 1.000 km )Eötvös Loránd Tudományegyetem - ELTE ÁJK ( 1.000 km )Eötvös Loránd Tudományegyetem - ELTE BTK ( 0.665 km )Eötvös Loránd Tudományegyetem - ELTE PPK ( 0.322 km )Heller Farkas Gazdasági és Turisztikai Szolgáltatások Főiskolája - HFF ( 1.266 km )Közép-Európai Egyetem - KEE ( 0.739 km )Károli Gáspár Református Egyetem - KRE ( 1.180 km )Károli Gáspár Református Egyetem - KRE BTK ( 1.195 km )Károli Gáspár Református Egyetem - KRE HTK ( 1.579 km )Liszt Ferenc Zeneművészeti Egyetem - LFZE ( 0.550 km )McDaniel College - MCDC ( 1.609 km )Magyar Képzőművészeti Egyetem - MKE ( 1.034 km )Országos Rabbiképző - Zsidó Egyetem - OR ZSE ( 1.070 km )Pázmány Péter Katolikus Egyetem - PPKE ( 1.009 km )Pázmány Péter Katolikus Egyetem - PPKE HTK ( 1.045 km )Pázmány Péter Katolikus Egyetem - PPKE JÁK ( 0.973 km )Semmelweis Egyetem - SE ( 1.532 km )Semmelweis Egyetem - SE ÁOK ( 1.532 km )Semmelweis Egyetem - SE EFK ( 0.872 km )Semmelweis Egyetem - SE FOK ( 1.532 km )Semmelweis Egyetem - SE GYTK ( 1.532 km )Színház- és Filmművészeti Egyetem - SZFE ( 0.685 km )Szent István Egyetem - SZIE ÁOTK ( 1.470 km )Sapientia Szerzetesi Hittudományi Főiskola - SSZHF ( 0.910 km )Wesley János Lelkészképző Főiskola - WJLF ( 1.967 km )Central European University - CEU ( 0.739 km )

                    More
                    



",47.5117905,19.0064849,47.5117905,19.0064849,1026,2,2.4412582524980975,3.730204760491986,5.924281695307546,3.8114402544996375,1.7860571724409788,20.18602304589815
2736,1,0,0,742,80,9.275,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ostrom utca,"
                2 rooms                 + 1 half room            ",2,1,Brick Apartment,1,0,1484,46,59,"Furnished, equipped",1,1,0,0,1,-1,Park view,0,0,0,0,0,0,0,0,1,0,0,0,0,0,At least one year,Yes,-1,-1,Yes,1,"80sqm renovated, furnished and equipped flat in I. district (Váralja) with 2 + 1 half rooms on the 1st floor with balcony.

The 4-storey brick-built condominium (built around 1930) with elevator is in the near of Szabo Ilonka street. It is in good condition. Has good community and secure finances.

The super bright apartment has a large living room with a balcony, two bedrooms (one large and one smaller halfroom), a separated kitchen and a bath with tub. Further comfort is provided by a built-in large wardrobe, demanding sized furniture and shelf systems.

It has been completely refurbished 2 years before. Completely furnished and equipped (TV, fridge, stove, oven, washing machine, air-conditioning). The living room is air-conditioned. Hot water and heating are provided by a 2 years old cirkó.

Common cost 19.000 HUF, which includes house insurance, building cleaning, trash, common electricity consumption, joint representation fees and other common costs in the house. Utilities based on consumption.

The infrastructure of the neighborhood is very good. Széll Kálmán square is only a few minutes walk from here. There are plenty of smaller and larger foodstuffs and other shop, service providers, post office, pharmacy, doctor, school, restaurant, entertainment and recreation facilities and cultural venues. In addition, there are plenty of parks and excursion spots in this part of town.

Due to its location the public transportation is also excellent as the city center or any transport node and other flights can be reached within minutes, too.

Parking is in the 1. district for residents for 1 car free! A second car can be discounted. Address registration allowed!

The apartment can be moved from the second half of August!

SMOKING IN THE FLAT IS NOT POSSIBLE! We are looking for a clean, tidy tenant for long term! Can be rented only with 2 months of deposit for min. 1 year!

If you have any questions, call me anytime - even on the weekend - with confidence!

I am available on Viber, Whatsapp or even on Skype (Tamara Gürtler) !!!

Mediation is free!",,,"Andrássy Gyula Budapesti Német Nyelvű Egyetem - ANNYE ( 1.557 km )Budapesti Közgazdaságtudományi és Államigazgatási Egyetem - BKÁE BCE ( 1.865 km )Budapesti Közgazdaságtudományi és Államigazgatási Egyetem - BKÁE GTK BCE GTK ( 1.865 km )Budapesti Közgazdaságtudományi és Államigazgatási Egyetem - BKÁE KTK BCE KTK ( 1.865 km )Budapesti Corvinus Egyetem - BKÁE TK BCE TK ( 1.671 km )Budapesti Műszaki Főiskola - BMF BGK ( 1.309 km )Budapesti Műszaki Főiskola - BMF KGK ( 0.594 km )Eötvös Loránd Tudományegyetem - ELTE ( 1.839 km )Eötvös Loránd Tudományegyetem - ELTE ÁJK ( 1.839 km )Eötvös Loránd Tudományegyetem - ELTE BTK ( 1.842 km )Eötvös Loránd Tudományegyetem - ELTE PPK ( 1.958 km )Heller Farkas Gazdasági és Turisztikai Szolgáltatások Főiskolája - HFF ( 1.830 km )Károli Gáspár Református Egyetem - KRE ( 1.613 km )Károli Gáspár Református Egyetem - KRE BTK ( 1.359 km )Károli Gáspár Református Egyetem - KRE HTK ( 1.386 km )McDaniel College - MCDC ( 1.895 km )Országos Rabbiképző - Zsidó Egyetem - OR ZSE ( 1.208 km )Pázmány Péter Katolikus Egyetem - PPKE ( 1.389 km )Pázmány Péter Katolikus Egyetem - PPKE HTK ( 1.991 km )Pázmány Péter Katolikus Egyetem - PPKE ITK ( 0.235 km )Pázmány Péter Katolikus Egyetem - PPKE JÁK ( 1.419 km )Semmelweis Egyetem - SE ( 1.154 km )Semmelweis Egyetem - SE ÁOK ( 1.154 km )Semmelweis Egyetem - SE EFK ( 1.430 km )Semmelweis Egyetem - SE FOK ( 1.154 km )Semmelweis Egyetem - SE GYTK ( 1.154 km )Színház- és Filmművészeti Egyetem - SZFE ( 1.593 km )Szent István Egyetem - SZIE ÁOTK ( 1.878 km )Wesley János Lelkészképző Főiskola - WJLF ( 0.481 km )Wekerle Sándor Üzleti Főiskola - WSUF ( 0.157 km )

                    More
                    



",47.5062513,19.0290812,47.5062513,19.0290812,1015,1,0.636916895187257,1.9514849244098218,4.148687023030224,2.19659605496149,0.6351341481972946,18.384759432067753
2737,1,0,0,711,85,8.364705882,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Andrássy út,"
                4 rooms                            ",4,0,Brick Apartment,1,0,1422,108,46,"Partly furnished, equipped",0,1,1,0,2,-1,"Courtyard, sunny",1,1,0,0,0,0,0,0,0,0,0,0,0,0,12,-1,-1,-1,1,-1,"Andrássy avenue 83-85. apartment for rent. At the moment it is unfurnished, it is very bright. 4 separate bedrooms, 1 bathroom, WC, hall and kitchen. For student it is perfect. For request I can send you photos.",,,,47.5090666,19.0696292,47.5090666,19.0696292,1062,6,2.0939827081161106,1.9916478861354991,1.3662624377908235,0.972962798316914,3.4868206419757177,15.806107741724489
2738,1,0,0,649,66,9.833333332999999,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Vendel utca,"
                1 room                 + 1 half room            ",1,1,Brick Apartment,1,0,1298,62,31,"Furnished, equipped",1,1,0,0,Ground floor,-1,Overlooking the garden,0,0,0,0,1,0,0,0,0,0,0,0,0,0,At least one year,Yes,-1,-1,Yes,-1,jebetohome.alberlet.hu,,,,47.47973320000001,19.0791796,47.47973320000001,19.0791796,1096,9,3.934973959593396,2.8396865892840695,2.434463406750835,3.9087905097297275,4.7550525250868105,13.793570232788571
2739,1,0,0,464,34,13.64705882,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mária tér,"
                1 room                            ",1,0,Brick Apartment,1,0,927,46,31,"Furnished, equipped",1,1,0,0,2,-1,To the courtyard,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,-1,-1,1,-1,jebetohome.alberlet.hu,,,,47.5068185,19.0347467,47.5068185,19.0347467,1011,1,0.2623155006925433,1.6575005285794335,3.7367702138915484,1.7707298309738793,0.9705056998977166,18.023419587387004
2740,1,0,0,1900,101,18.81188119,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bajcsy-Zsilinszky út,"
                3 rooms                 + 1 half room            ",3,1,Brick Apartment,1,0,3800,93,49,"Furnished, equipped",1,1,0,0,3,-1,Panoramic,0,0,0,0,0,0,0,1,0,0,0,0,0,0,At least one year,-1,-1,-1,-1,-1,lotushouse.alberlet.hu,,,,47.5047603,19.0550047,47.5047603,19.0550047,1065,6,1.2402220797263475,0.9712787679031684,2.1982025584993057,0.7792651288132005,2.3129620180342028,16.551821941148578
2741,1,0,0,464,30,15.46666667,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Szigony utca,"
                1 room                            ",1,0,Brick Apartment,1,0,927,46,31,"Furnished, equipped",1,1,0,0,1,-1,Park view,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12,-1,-1,-1,1,1,"In the 8th district, really close to Corvin Setany, 1 room RENOVATED flat for rent.            

1st floor, windows look to the park, so very QUIET although very SUNNY!            

With elevator.            

Fully and newly furnished and equipped (IKEA).            

Public transport: M3 metro (400 metres), tram 4-6, bus 9 just some min. walk.         
On foot: Spar, Lidl, ruin pubs, Orczy park, gym.          

Common cost: 15 000 HUF.       

Utilities: should be paid by usage.            

AVAILABLE IMMEDIATELY.            

",,,"Moholy-Nagy Művészeti Egyetem - MOME ( 0.596 km )Mozgássérültek Pető András Nevelőképző és Nevelőintézete - MPANNI ( 0.834 km )Nemzetközi Üzleti Főiskola (International Business School), - NÜF IBS ( 1.036 km )Sola Scriptura Teológiai Főiskola - SSTF ( 1.800 km )International Business School - IBS ( 1.036 km )

                    More
                    



",47.48598270000001,19.0801388,47.48598270000001,19.0801388,1083,8,3.752742279258741,2.503007668467652,1.7366463426696352,3.3284409235261645,4.509882279660344,13.971759707929971
