,price_per_sqm,apartment,house,number_of_whole_rooms,floor,number_of_half_rooms,furnish_furnished,furnish_partly_furnished,view_garden,view_panoramic,view_street,balcony,lift,air_conditioner,utility_double_comfort,heating_gas,heating_wall_heating,heating_combination,heating_ceiling,heating_central_heating,heating_electric,heating_floor,heating_circulating,heating_district,available_immediately,condition_of_property_renovated,parking,longitude,latitude,data_index,cluster
3055,22.04411765,1,0,2.0,3.0,1.0,1.0,0.0,0,0,1,0.0,1.0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,19.065191100000003,47.484208,3055,2
3355,11.9047619,0,1,5.0,-1.0,0.0,1.0,0.0,1,0,0,1.0,1.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,18.989625600000004,47.535463899999996,3355,0
3362,11.9047619,0,1,5.0,-1.0,0.0,1.0,0.0,1,0,0,1.0,1.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,18.989625600000004,47.535463899999996,3362,0
3369,11.9047619,0,1,5.0,-1.0,0.0,1.0,0.0,1,0,0,1.0,1.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,18.989625600000004,47.535463899999996,3369,0
3385,10.56744186,1,0,2.0,2.0,0.0,0.0,0.0,0,0,1,1.0,1.0,0.0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,0,1.0,19.080605,47.492752,3385,4
3392,15.104000000000001,1,0,3.0,3.0,0.0,0.0,0.0,0,1,0,1.0,1.0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,1.0,19.005016,47.5194,3392,0
3410,10.0,1,0,2.0,0.5,0.0,1.0,0.0,1,0,0,1.0,0.0,0.0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0,1.0,18.993879999999997,47.48532,3410,4
3416,10.56603774,1,0,2.0,6.0,0.0,0.0,0.0,1,0,0,1.0,1.0,1.0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0,1.0,19.06004,47.522575,3416,5
3421,12.28571429,1,0,1.0,6.0,2.0,0.0,0.0,0,1,0,1.0,1.0,1.0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,0,1.0,19.071592000000003,47.48955,3421,6
3427,9.795918367,1,0,1.0,1.0,1.0,1.0,0.0,0,1,0,1.0,0.0,1.0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0,1.0,19.02877,47.50182,3427,4
3428,8.470588235,1,0,1.0,2.0,1.0,0.0,0.0,0,0,1,1.0,0.0,0.0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,1,1.0,19.01533,47.47095,3428,1
3438,10.82352941,1,0,3.0,1.0,0.0,1.0,0.0,1,0,0,1.0,1.0,1.0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,0,1.0,19.082079999999998,47.538097,3438,4
3441,10.47272727,1,0,2.0,4.0,0.0,1.0,0.0,1,0,0,1.0,1.0,1.0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,0,1.0,19.0745,47.48688,3441,6
3447,16.33061053,1,0,1.0,1.0,0.0,1.0,0.0,0,1,0,1.0,1.0,1.0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,1,1.0,19.067818,47.54945,3447,3
3455,13.47368421,1,0,2.0,3.0,0.0,1.0,0.0,0,0,1,1.0,1.0,1.0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0,1.0,19.078844,47.472190000000005,3455,6
3456,9.818181818,1,0,2.0,4.0,0.0,0.0,0.0,0,0,1,1.0,1.0,0.0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,0,1.0,19.127375,47.52952,3456,4
3457,7.868852459,1,0,2.0,2.0,0.0,0.0,0.0,0,0,1,1.0,0.0,0.0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,1.0,19.080118,47.545757,3457,1
3463,24.84705882,1,0,3.0,5.0,0.0,1.0,0.0,0,1,0,1.0,1.0,1.0,0,1,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0,1.0,19.059265,47.50071,3463,2
3469,21.33333333,1,0,2.0,1.0,0.0,1.0,0.0,0,1,0,1.0,1.0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,1.0,19.069292,47.549168,3469,2
3485,12.70588235,1,0,2.0,4.0,0.0,1.0,0.0,0,0,1,1.0,1.0,1.0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,1,1.0,19.055946,47.488464,3485,6
3486,7.2,1,0,1.0,2.0,2.0,0.0,0.0,0,0,1,1.0,0.0,1.0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0,1.0,19.184809,47.40387,3486,1
3487,16.59259259,1,0,1.0,4.0,0.0,1.0,0.0,0,0,1,1.0,1.0,1.0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0,1.0,19.1044,47.50724,3487,3
3495,8.145454545,1,0,1.0,1.0,2.0,0.0,0.0,0,0,0,1.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,1,1.0,19.239128,47.48073,3495,1
3501,8.242424242,1,0,2.0,4.0,0.0,0.0,0.0,0,1,0,1.0,0.0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,1.0,19.108520000000002,47.5833,3501,1
3502,8.0,1,0,1.0,1.0,2.0,1.0,0.0,1,0,0,1.0,0.0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0,1.0,19.11908,47.596940000000004,3502,1
3503,13.0,1,0,1.0,3.0,0.0,1.0,0.0,1,0,0,1.0,1.0,1.0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,0,1.0,19.08193,47.532913,3503,6
3508,9.25,1,0,2.0,8.0,0.0,1.0,0.0,0,1,0,1.0,1.0,0.0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,0,1.0,19.058937,47.522835,3508,5
3516,11.35483871,1,0,2.0,1.0,1.0,0.0,0.0,0,0,1,1.0,0.0,0.0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,1,1.0,19.022873,47.486206,3516,4
3518,10.83870968,1,0,2.0,2.0,1.0,0.0,0.0,1,0,0,1.0,1.0,1.0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,0,1.0,19.030479999999997,47.47655,3518,4
3522,16.0,1,0,1.0,2.0,1.0,1.0,0.0,1,0,0,1.0,1.0,1.0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,0,1.0,19.007227,47.468754,3522,3
3524,10.47272727,1,0,2.0,1.0,1.0,1.0,0.0,1,0,0,1.0,0.0,0.0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,1,1.0,18.985449,47.514706,3524,4
3547,12.48780488,1,0,1.0,1.0,1.0,0.0,0.0,1,0,0,1.0,1.0,0.0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,0,1.0,19.0745,47.48688,3547,0
3548,9.481481481,1,0,1.0,1.0,1.0,1.0,0.0,1,0,0,1.0,0.0,1.0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0,1.0,19.114729999999998,47.549694,3548,4
3553,7.854545455,1,0,3.0,4.0,1.0,0.0,0.0,0,0,1,1.0,1.0,0.0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0,1.0,19.0554,47.516273,3553,1
3558,10.66666667,1,0,2.0,1.0,0.0,1.0,0.0,1,0,0,1.0,1.0,1.0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0,1.0,19.061913,47.56974,3558,4
3562,11.63636364,1,0,3.0,2.0,0.0,1.0,0.0,0,1,0,1.0,0.0,1.0,1,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,1,1.0,18.998207,47.52088,3562,4
3570,11.52,1,0,2.0,4.0,0.0,1.0,0.0,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0,1.0,19.053068,47.515057,3570,6
3572,11.07692308,1,0,2.0,1.0,0.0,0.0,0.0,1,0,0,1.0,0.0,0.0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,1,1.0,19.136263,47.507816,3572,4
3577,10.84745763,1,0,2.0,5.0,0.0,0.0,0.0,0,0,1,1.0,1.0,1.0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,1,1.0,19.06454,47.48512,3577,6
3579,8.558139535,1,0,1.0,0.5,1.0,0.0,0.0,1,0,0,1.0,1.0,0.0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,1,1.0,18.99876,47.49746,3579,1
3585,8.615384615,1,0,1.0,0.0,1.0,0.0,0.0,1,0,0,1.0,0.0,0.0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,1.0,19.082603,47.5452,3585,1
3589,8.788732394,1,0,2.0,3.0,1.0,0.0,0.0,0,0,1,1.0,1.0,0.0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0,1.0,19.0745,47.48191,3589,1
3592,8.0,1,0,1.0,2.0,1.0,0.0,0.0,0,0,1,1.0,0.0,0.0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,1,1.0,19.141651,47.438858,3592,1
3595,21.6,1,0,3.0,8.0,0.0,1.0,0.0,0,1,0,1.0,1.0,1.0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,0,1.0,19.06694,47.547940000000004,3595,2
3597,9.309090909,1,0,1.0,0.0,1.0,0.0,0.0,1,0,0,1.0,0.0,0.0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,1.0,19.00926,47.49355,3597,4
3601,9.6,1,0,2.0,0.5,0.0,0.0,0.0,0,0,0,1.0,0.0,1.0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,1,1.0,19.016138,47.457896999999996,3601,4
3606,13.298701300000001,1,0,2.0,4.0,1.0,0.0,0.0,1,0,0,1.0,1.0,1.0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,0,1.0,19.007996,47.468063,3606,6
3607,7.152941176000001,1,0,3.0,5.0,1.0,1.0,0.0,0,1,0,1.0,1.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0,1.0,19.033756,47.495956,3607,5
3611,19.2,1,0,1.0,0.0,0.0,1.0,0.0,1,0,0,1.0,0.0,0.0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,1,1.0,19.034426,47.535385,3611,3
3613,7.854545455,1,0,2.0,1.0,0.0,1.0,0.0,0,0,1,1.0,0.0,0.0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,1,1.0,18.99608,47.52564,3613,1
3615,12.8,1,0,2.0,2.0,0.0,1.0,0.0,0,0,1,1.0,1.0,1.0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1.0,0,1.0,19.038180999999998,47.535625,3615,0
3617,8.861538462,1,0,2.0,2.0,1.0,1.0,0.0,0,0,0,1.0,0.0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,1,1.0,19.059929999999998,47.566547,3617,1
3618,10.97142857,1,0,2.0,0.0,0.0,1.0,0.0,0,1,0,1.0,0.0,0.0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,1,1.0,19.003529999999998,47.52281,3618,4
3623,13.12820513,1,0,1.0,3.0,1.0,1.0,0.0,1,0,0,1.0,1.0,0.0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,0,1.0,19.079048,47.53447,3623,6
3629,8.774193548,1,0,1.0,7.0,2.0,0.0,0.0,0,1,0,1.0,1.0,0.0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,1,1.0,19.035951999999998,47.451195,3629,5
3631,12.72727273,1,0,2.0,3.0,0.0,0.0,0.0,1,0,0,1.0,1.0,1.0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,0,1.0,19.116451,47.483067,3631,6
3637,12.87619048,1,0,1.0,6.0,1.0,1.0,0.0,0,0,1,1.0,1.0,1.0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0,1.0,19.075373000000003,47.485703,3637,6
3644,6.656000000000001,1,0,3.0,4.0,0.0,1.0,0.0,1,0,0,1.0,0.0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,1.0,19.104366,47.504333,3644,1
3645,10.7755102,1,0,3.0,2.0,0.0,1.0,0.0,1,0,0,1.0,1.0,1.0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,1.0,0,1.0,19.033207,47.510754,3645,4
3651,8.296296296,1,0,2.0,4.0,0.0,1.0,0.0,0,0,1,1.0,1.0,1.0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,1,1.0,19.0757,47.498090000000005,3651,1
3654,11.14285714,1,0,2.0,3.0,0.0,0.0,0.0,1,0,0,1.0,0.0,1.0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,1,1.0,18.995376999999998,47.527733000000005,3654,4
3655,10.66666667,1,0,1.0,3.0,1.0,0.0,0.0,0,0,1,1.0,1.0,1.0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0,1.0,19.110979999999998,47.52851,3655,4
3656,10.46153846,1,0,2.0,1.0,1.0,0.0,0.0,1,0,0,1.0,0.0,0.0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,1,1.0,19.07562,47.51202,3656,4
3665,11.54098361,1,0,4.0,1.0,0.0,0.0,0.0,0,1,0,1.0,0.0,0.0,1,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0,1.0,19.003485,47.521687,3665,4
3668,8.914285714,1,0,2.0,1.0,0.0,0.0,0.0,1,0,0,1.0,0.0,0.0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0,1.0,18.98786,47.52785,3668,1
3670,11.04792727,1,0,2.0,2.0,0.0,0.0,0.0,0,0,1,1.0,1.0,1.0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,1,1.0,19.075872,47.511406,3670,4
3689,8.64,1,0,2.0,2.0,0.0,1.0,0.0,1,0,0,1.0,1.0,0.0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,1.0,19.03135,47.49787,3689,1
3692,12.16,1,0,2.0,1.0,0.0,1.0,0.0,0,1,0,1.0,1.0,1.0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,1.0,0,1.0,19.02674,47.525940000000006,3692,0
3701,10.85714286,1,0,2.0,3.0,0.0,1.0,0.0,0,0,1,1.0,1.0,1.0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0,1.0,19.07845,47.53326,3701,4
3707,8.666666667000001,1,0,2.0,8.0,0.0,0.0,0.0,0,1,0,1.0,1.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,1,1.0,19.042385,47.538074,3707,5
3714,21.23835616,1,0,4.0,1.0,0.0,1.0,0.0,0,1,0,1.0,0.0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,1.0,19.04075,47.487556,3714,2
3718,17.62318841,1,0,3.0,0.0,0.0,0.0,0.0,0,1,0,1.0,1.0,1.0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,0,1.0,19.066038,47.59148,3718,3
3722,9.142857142999999,1,0,2.0,1.0,1.0,0.0,0.0,0,0,0,1.0,0.0,1.0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0,1.0,19.019201000000002,47.517406,3722,4
3732,12.0,1,0,1.0,6.0,1.0,0.0,0.0,1,0,0,1.0,1.0,1.0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,0,1.0,19.040997,47.532776,3732,6
3733,8.8,1,0,2.0,1.0,1.0,1.0,0.0,0,0,1,1.0,0.0,1.0,1,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,1,1.0,19.06595,47.5283,3733,1
3734,7.641791045,1,0,1.0,2.0,2.0,1.0,0.0,0,0,0,1.0,0.0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0,1.0,19.05339,47.56862,3734,1
3735,13.79310345,1,0,2.0,4.0,1.0,1.0,0.0,0,1,0,1.0,1.0,1.0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0,1.0,19.084375,47.525096999999995,3735,6
3737,12.0,1,0,2.0,2.0,0.0,0.0,0.0,0,1,0,1.0,0.0,1.0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0,1.0,18.980957,47.517067,3737,0
3738,10.4,1,0,1.0,3.0,1.0,1.0,0.0,0,0,1,1.0,0.0,0.0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,1.0,19.11795,47.469879999999996,3738,4
3742,16.0,1,0,2.0,7.0,1.0,1.0,0.0,0,1,0,1.0,1.0,1.0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0,1.0,19.07538,47.48595,3742,6
3743,8.888888889,1,0,2.0,5.0,0.0,1.0,0.0,0,1,0,1.0,1.0,1.0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1.0,0,1.0,19.079575,47.478396999999994,3743,5
3744,19.88571429,1,0,2.0,2.0,0.0,1.0,0.0,1,0,0,1.0,1.0,1.0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,0,1.0,19.070486,47.479217999999996,3744,3
3746,17.82857143,1,0,2.0,1.0,0.0,1.0,0.0,0,0,0,1.0,1.0,1.0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,0,1.0,19.068987,47.47855,3746,3
3747,9.6,1,0,2.0,2.0,1.0,1.0,0.0,0,0,0,1.0,0.0,1.0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,1,1.0,19.10531,47.51621,3747,4
3754,8.99047619,1,0,3.0,2.0,0.0,0.0,0.0,1,0,0,1.0,0.0,1.0,1,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0,1.0,19.138428,47.5146,3754,1
3756,9.523809523999999,1,0,2.0,2.0,0.0,1.0,0.0,0,0,1,1.0,1.0,0.0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,1.0,0,1.0,19.05486,47.48919,3756,4
3758,8.296296296,1,0,2.0,1.0,0.0,0.0,0.0,1,0,0,1.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0,1.0,19.064898,47.597183,3758,1
3762,13.71428571,1,0,1.0,0.0,1.0,1.0,0.0,1,0,0,1.0,0.0,1.0,0,1,0,0,0,0,0.0,0.0,1.0,0.0,0.0,1,1.0,19.086903,47.503563,3762,0
3770,9.6,1,0,5.0,2.0,0.0,0.0,0.0,0,1,0,1.0,0.0,0.0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,1,1.0,19.0098,47.501090000000005,3770,4
3774,13.1047619,1,0,3.0,0.0,1.0,0.0,0.0,0,1,0,1.0,0.0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,1.0,18.99898,47.4799,3774,0
3778,15.42857143,1,0,3.0,3.0,0.0,0.0,0.0,0,1,0,1.0,0.0,1.0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0,1.0,19.023323,47.55105,3778,0
3781,6.08,1,0,3.0,1.0,0.0,0.0,0.0,0,1,0,1.0,0.0,1.0,1,1,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0,1.0,18.99527,47.404920000000004,3781,1
3783,12.26666667,1,0,2.0,4.0,0.0,0.0,0.0,0,0,0,1.0,1.0,1.0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0,1.0,19.06658,47.54851,3783,6
3784,10.4,1,0,3.0,2.0,0.0,0.0,0.0,0,0,1,1.0,1.0,0.0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0,1.0,19.049086,47.50105,3784,4
3790,13.8556701,1,0,2.0,1.0,2.0,1.0,0.0,1,0,0,1.0,0.0,1.0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0,1.0,19.003159,47.473568,3790,0
3796,24.48979592,1,0,3.0,3.0,0.0,1.0,0.0,0,1,0,1.0,0.0,1.0,0,1,0,0,0,0,0.0,0.0,1.0,0.0,0.0,1,1.0,19.03061,47.52442,3796,2
3800,9.828571429,1,0,2.0,2.0,1.0,0.0,0.0,1,0,0,1.0,0.0,1.0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0,1.0,18.998226000000003,47.51035,3800,4
3804,13.12820513,1,0,3.0,6.0,1.0,0.0,0.0,1,0,0,1.0,1.0,1.0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,0,1.0,19.053427,47.518840000000004,3804,6
3811,13.65333333,1,0,2.0,0.0,0.0,1.0,0.0,0,1,0,1.0,1.0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,1.0,18.96545,47.522614000000004,3811,0
3828,21.73333333,1,0,3.0,1.0,0.0,0.0,0.0,0,1,0,1.0,1.0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,1.0,18.97961,47.53289,3828,2
3830,17.44,1,0,1.0,1.0,0.0,1.0,0.0,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,1.0,1,1.0,19.0485,47.515873,3830,3
3835,6.613333333,1,0,2.0,0.0,0.0,0.0,0.0,1,0,0,1.0,0.0,1.0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,1.0,1,1.0,19.204327,47.5266,3835,1
3840,12.08888889,1,0,1.0,2.0,1.0,0.0,0.0,1,0,0,1.0,1.0,0.0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,1,1.0,19.052708,47.482906,3840,4
3842,8.727272727,1,0,2.0,5.0,0.0,1.0,0.0,1,0,0,1.0,1.0,0.0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0,1.0,19.111979,47.515965,3842,5
3843,29.25714286,1,0,4.0,2.0,0.0,1.0,0.0,0,1,0,1.0,1.0,1.0,1,0,0,1,0,0,0.0,0.0,0.0,0.0,1.0,0,1.0,19.024506,47.525074,3843,2
3847,13.71428571,1,0,1.0,1.0,0.0,0.0,0.0,1,0,0,1.0,0.0,1.0,1,1,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0,1.0,19.125483,47.552814,3847,0
3851,9.098039216,1,0,1.0,1.0,1.0,1.0,0.0,0,0,1,1.0,1.0,0.0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,0,1.0,19.115019,47.504196,3851,4
3862,8.98245614,1,0,2.0,2.0,1.0,0.0,0.0,0,1,0,1.0,0.0,0.0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,1.0,19.014317000000002,47.515575,3862,1
3863,8.0,1,0,2.0,2.0,0.0,1.0,0.0,0,1,0,1.0,1.0,0.0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,1,1.0,19.048435,47.478336,3863,1
3864,12.16,1,0,3.0,6.0,0.0,0.0,0.0,0,1,0,1.0,1.0,1.0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,1.0,19.066185,47.510944,3864,6
3871,12.84671533,1,0,4.0,2.0,0.0,0.0,0.0,0,1,0,1.0,1.0,1.0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0,1.0,18.965597,47.52492,3871,0
3872,11.162790699999999,1,0,1.0,2.0,1.0,1.0,0.0,0,0,0,1.0,1.0,1.0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,0,1.0,19.12772,47.529446,3872,4
3873,23.11111111,1,0,1.0,6.0,0.0,0.0,0.0,0,1,0,1.0,1.0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,1,1.0,19.050585,47.516914,3873,2
3874,7.482352941,1,0,2.0,3.0,0.0,1.0,0.0,0,0,1,1.0,1.0,1.0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,0,1.0,19.030445,47.510582,3874,1
3876,8.0,1,0,2.0,3.0,0.0,0.0,0.0,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1,1.0,19.119131,47.591793,3876,1
3879,9.353846154,1,0,2.0,4.0,0.0,1.0,0.0,0,0,1,1.0,1.0,0.0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,1,1.0,19.063817999999998,47.500633,3879,1
3881,14.15929204,1,0,3.0,3.0,0.0,0.0,0.0,0,1,0,1.0,1.0,1.0,1,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,1,1.0,19.03765,47.50157,3881,0
3888,21.56521739,1,0,3.0,4.0,0.0,1.0,0.0,0,0,1,1.0,1.0,1.0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,1,1.0,19.060156,47.50293,3888,2
3889,9.353846154,1,0,2.0,1.0,1.0,0.0,0.0,0,0,1,1.0,1.0,0.0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,1,1.0,19.055193,47.514362,3889,4
3896,11.42857143,1,0,1.0,5.0,1.0,1.0,0.0,1,0,0,1.0,1.0,0.0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,0,1.0,19.08612,47.48487,3896,6
3897,7.466666667,1,0,3.0,3.0,0.0,0.0,0.0,0,1,0,1.0,1.0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,1.0,19.072245000000002,47.493248,3897,1
3898,11.56626506,1,0,3.0,1.0,0.0,1.0,0.0,0,1,0,1.0,0.0,1.0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0,1.0,19.035510000000002,47.532154,3898,4
3899,12.8,1,0,2.0,2.0,1.0,0.0,0.0,0,1,0,1.0,0.0,1.0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0,1.0,18.99295,47.476209999999995,3899,0
3902,20.92972973,1,0,2.0,1.0,0.0,1.0,0.0,0,0,1,1.0,1.0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,1.0,19.01792,47.51631,3902,2
3905,15.01362581,1,0,1.0,1.0,1.0,1.0,0.0,0,1,0,1.0,1.0,1.0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,1,1.0,19.067818,47.54945,3905,0
3909,10.83870968,1,0,2.0,0.5,1.0,0.0,0.0,1,0,0,1.0,0.0,0.0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,1,1.0,19.004379999999998,47.5072,3909,4
3912,8.0,1,0,3.0,1.0,1.0,1.0,0.0,0,0,1,1.0,1.0,1.0,1,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0,1.0,19.051579999999998,47.516090000000005,3912,1
3916,9.244444443999999,1,0,3.0,3.0,0.0,0.0,0.0,0,1,0,1.0,1.0,0.0,1,0,0,1,0,0,0.0,0.0,0.0,0.0,1.0,1,1.0,19.029873000000002,47.496845,3916,4
3921,9.538461538,1,0,1.0,0.0,2.0,1.0,0.0,1,0,0,1.0,0.0,0.0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,1.0,1,1.0,19.06924,47.48455,3921,4
3926,9.846153846,1,0,1.0,5.0,1.0,1.0,0.0,0,0,1,1.0,1.0,1.0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,0,1.0,19.07479,47.54677,3926,5
3928,13.002239999999999,1,0,1.0,2.0,0.0,1.0,0.0,1,0,0,1.0,1.0,1.0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,1,1.0,19.060074,47.49477,3928,0
