ID,poi shape,poi type,coordinate,amenity_types
20299,Point,post_office," 19.0148565, 47.4060997 ",others
20300,Point,recycling," 19.2468334, 47.4768702 ",Recycling
20301,Point,restaurant," 19.089777, 47.5612937 ",Sustenance
20302,Point,vending_machine," 19.1439404, 47.5172496 ",Vending Machine
20303,Point,vending_machine," 19.0584152, 47.4920494 ",Vending Machine
20304,Point,vending_machine," 19.059389, 47.4925042 ",Vending Machine
20305,Point,vending_machine," 19.0599864, 47.4926612 ",Vending Machine
20306,Point,cafe," 19.0317636, 47.4647823 ",Sustenance
20307,Point,doctors," 19.0818938, 47.4968597 ",Healthcare
20308,Point,bar," 19.057546, 47.4933483 ",Sustenance
20309,Point,bar," 19.0575759, 47.493308 ",Sustenance
20310,Point,parking_entrance," 19.0587491, 47.4929855 ",others
20311,Point,vending_machine," 19.0581836, 47.4927049 ",Vending Machine
20312,Point,vending_machine," 19.0588111, 47.4929971 ",Vending Machine
20313,Point,vending_machine," 19.0577452, 47.4931441 ",Vending Machine
20314,Point,vending_machine," 19.0827971, 47.4998152 ",Vending Machine
20315,Point,recycling," 19.0512885, 47.5668877 ",Recycling
20316,Point,toilets," 19.1349858, 47.5520931 ",others
20317,Point,fountain," 19.0523602, 47.4944908 ",Arts
20318,Point,drinking_water," 18.9891675, 47.4126817 ",others
20319,Point,post_office," 18.997882, 47.4075051 ",others
20320,Point,drinking_water," 19.0036031, 47.3990053 ",others
20321,Point,bench," 18.9758748, 47.6269028 ",others
20322,Point,bench," 19.0310739, 47.5990217 ",others
20323,Point,shelter," 18.9890606, 47.6198357 ",others
20324,Point,school," 19.0382175, 47.4998499 ",School
20325,Point,restaurant," 18.9352652, 47.5892901 ",Sustenance
20326,Point,telephone," 19.0607468, 47.5191569 ",others
20327,Point,social_facility," 19.3345103, 47.4891981 ",Healthcare
20328,Point,cafe," 19.0509383, 47.4797527 ",Sustenance
20329,Point,bench," 18.915849, 47.4306024 ",others
20330,Point,veterinary," 19.0093101, 47.514253 ",Healthcare
20331,Point,pub," 19.0316073, 47.6343002 ",Sustenance
20332,Point,restaurant," 19.057599, 47.5083085 ",Sustenance
20333,Point,fast_food," 19.0557132, 47.5067199 ",Sustenance
20334,Point,cafe," 19.2605344, 47.4896611 ",Sustenance
20335,Point,atm," 19.0069848, 47.4069892 ",Financial
20336,Point,drinking_water," 19.0096194, 47.4080452 ",others
20337,Point,kindergarten," 19.010009, 47.4093533 ",School
20338,Point,bank," 19.1861783, 47.4043107 ",Financial
20339,Point,telephone," 19.0665228, 47.4793231 ",others
20340,Point,telephone," 19.0665386, 47.4793078 ",others
20341,Point,stripclub," 19.0608224, 47.491076 ",others
20342,Point,pub," 19.060121, 47.4926647 ",Sustenance
20343,Point,fast_food," 19.0608801, 47.4904082 ",Sustenance
20344,Point,cafe," 19.0602011, 47.4929461 ",Sustenance
20345,Point,parking_entrance," 19.0608549, 47.4905006 ",others
20346,Point,vending_machine," 19.0608024, 47.4909502 ",Vending Machine
20347,Point,pub," 19.0608791, 47.4903816 ",Sustenance
20348,Point,telephone," 18.9929666, 47.523668 ",others
20349,Point,bench," 19.0090582, 47.5417649 ",others
20350,Point,bench," 19.0066534, 47.5405684 ",others
20351,Point,bench," 19.0077016, 47.5443617 ",others
20352,Point,fast_food," 19.0577665, 47.5088819 ",Sustenance
20353,Point,fast_food," 19.0500269, 47.5121984 ",Sustenance
20354,Point,cafe," 19.0569317, 47.4908225 ",Sustenance
20355,Point,kindergarten," 19.0567306, 47.4909983 ",School
20356,Point,restaurant," 19.0577751, 47.4910824 ",Sustenance
20357,Point,waste_basket," 19.0567095, 47.4908843 ",others
20358,Point,post_box," 19.0567067, 47.4909023 ",others
20359,Point,waste_basket," 19.0573524, 47.4909089 ",others
20360,Point,waste_basket," 19.0573121, 47.4909717 ",others
20361,Point,bench," 19.0574989, 47.4909802 ",others
20362,Point,bench," 19.0575303, 47.4909831 ",others
20363,Point,bench," 19.0574528, 47.4909888 ",others
20364,Point,bench," 19.0574853, 47.4909913 ",others
20365,Point,bench," 19.0575146, 47.4909935 ",others
20366,Point,vending_machine," 19.2594326, 47.4891959 ",Vending Machine
20367,Point,fast_food," 19.2556543, 47.4812977 ",Sustenance
20368,Point,parking," 18.9273574, 47.3789492 ",Parking
20369,Point,waste_basket," 18.921985, 47.382835 ",others
20370,Point,post_box," 19.0977929, 47.5601798 ",others
20371,Point,post_box," 19.0985469, 47.5601002 ",others
20372,Point,doctors," 19.0963376, 47.561608 ",Healthcare
20373,Point,doctors," 19.0959803, 47.5616537 ",Healthcare
20374,Point,fast_food," 19.0563311, 47.4918317 ",Sustenance
20375,Point,bar," 19.0562176, 47.4917785 ",Sustenance
20376,Point,pub," 19.0560923, 47.4917274 ",Sustenance
20377,Point,vending_machine," 19.0560016, 47.4912627 ",Vending Machine
20378,Point,waste_basket," 19.0559801, 47.4912833 ",others
20379,Point,waste_basket," 19.0560434, 47.4913057 ",others
20380,Point,waste_basket," 19.0566477, 47.4914496 ",others
20381,Point,waste_basket," 19.0557453, 47.4916388 ",others
20382,Point,waste_basket," 19.0556339, 47.4916777 ",others
20383,Point,vending_machine," 19.0560963, 47.4917839 ",Vending Machine
20384,Point,waste_basket," 19.0565791, 47.4918379 ",others
20385,Point,waste_basket," 19.0564319, 47.4919215 ",others
20386,Point,community_centre," 19.0778176, 47.5207326 ",Entertainment
20387,Point,dentist," 19.0552121, 47.5004763 ",Healthcare
20388,Point,bicycle_parking," 19.0423309, 47.478626 ",Transportation: Bicycle
20389,Point,waste_basket," 19.0315002, 47.5266506 ",others
20390,Point,waste_basket," 19.0319455, 47.5267904 ",others
20391,Point,car_wash," 19.2414641, 47.4943545 ",Transportation: Car
20392,Point,parking_entrance," 19.1363399, 47.4998603 ",others
20393,Point,parking_entrance," 19.135987, 47.5007635 ",others
20394,Point,telephone," 19.0129752, 47.5285549 ",others
20395,Point,waste_basket," 19.0166451, 47.5283804 ",others
20396,Point,waste_basket," 19.0208048, 47.5285882 ",others
20397,Point,waste_basket," 19.0211001, 47.528586 ",others
20398,Point,waste_basket," 19.0217396, 47.5286527 ",others
20399,Point,bench," 19.0218474, 47.5286653 ",others
20400,Point,bench," 19.0215619, 47.5285388 ",others
20401,Point,waste_basket," 19.024408, 47.5288339 ",others
20402,Point,bench," 19.0245, 47.5288371 ",others
20403,Point,parking_entrance," 19.0327238, 47.5294728 ",others
20404,Point,waste_basket," 19.0322586, 47.5297559 ",others
20405,Point,waste_basket," 19.0215879, 47.5285554 ",others
20406,Point,drinking_water," 19.2666323, 47.4983162 ",others
20407,Point,parking," 19.2559741, 47.4814124 ",Parking
20408,Point,bicycle_parking," 19.2559855, 47.4813632 ",Transportation: Bicycle
20409,Point,hunting_stand," 18.8948134, 47.5369517 ",others
20410,Point,hunting_stand," 18.8971176, 47.5414533 ",others
20411,Point,hunting_stand," 18.8889351, 47.5459402 ",others
20412,Point,pub," 19.1674069, 47.448067 ",Sustenance
20413,Point,bench," 18.9705886, 47.5006994 ",others
20414,Point,bench," 18.9708623, 47.500705 ",others
20415,Point,bench," 18.9708419, 47.5007652 ",others
20416,Point,bench," 18.9707089, 47.500856 ",others
20417,Point,bench," 18.9706683, 47.5008864 ",others
20418,Point,bench," 18.9706176, 47.5009032 ",others
20419,Point,bench," 18.9705624, 47.5009291 ",others
20420,Point,bench," 18.9705106, 47.5009642 ",others
20421,Point,bench," 18.9590717, 47.5056715 ",others
20422,Point,bench," 18.9590442, 47.505694 ",others
20423,Point,bench," 18.9590183, 47.5057154 ",others
20424,Point,bench," 18.9589892, 47.5057374 ",others
20425,Point,bench," 18.9586095, 47.5060363 ",others
20426,Point,bench," 18.9585783, 47.5060546 ",others
20427,Point,bench," 18.9585467, 47.5060737 ",others
20428,Point,bench," 18.9585084, 47.5060951 ",others
20429,Point,bench," 18.9665527, 47.5080371 ",others
20430,Point,bench," 18.9665904, 47.5080411 ",others
20431,Point,bench," 18.9666892, 47.5080492 ",others
20432,Point,bench," 18.9667316, 47.5080524 ",others
20433,Point,police," 19.0571493, 47.5966557 ",Police
20434,Point,vending_machine," 19.0831051, 47.499946 ",Vending Machine
20435,Point,vending_machine," 19.1597532, 47.505894 ",Vending Machine
20436,Point,hunting_stand," 19.2409227, 47.5046785 ",others
20437,Point,waste_basket," 18.9966603, 47.52995 ",others
20438,Point,waste_basket," 18.987293, 47.5310962 ",others
20439,Point,bench," 18.9868743, 47.5325959 ",others
20440,Point,waste_basket," 18.9869219, 47.5326194 ",others
20441,Point,waste_basket," 18.9881841, 47.5335444 ",others
20442,Point,bench," 18.9882051, 47.5335646 ",others
20443,Point,bench," 18.9890511, 47.5340301 ",others
20444,Point,waste_basket," 18.9892043, 47.5340824 ",others
20445,Point,waste_basket," 18.9996076, 47.535226 ",others
20446,Point,bench," 18.9997857, 47.5352763 ",others
20447,Point,waste_basket," 18.9999804, 47.5353106 ",others
20448,Point,bench," 18.9927362, 47.5368888 ",others
20449,Point,waste_basket," 19.0064928, 47.5403583 ",others
20450,Point,bench," 19.028803, 47.5368971 ",others
20451,Point,waste_basket," 19.031235, 47.535311 ",others
20452,Point,atm," 19.0310447, 47.5410023 ",Financial
20453,Point,waste_basket," 19.0308718, 47.5360322 ",others
20454,Point,waste_basket," 19.0311379, 47.5350231 ",others
20455,Point,bench," 19.0309387, 47.5360279 ",others
20456,Point,waste_basket," 19.0287081, 47.5377772 ",others
20457,Point,waste_basket," 19.0304273, 47.5360461 ",others
20458,Point,bench," 19.0308311, 47.5349883 ",others
20459,Point,waste_basket," 19.0310067, 47.5384287 ",others
20460,Point,waste_basket," 19.030811, 47.5350632 ",others
20461,Point,bench," 19.0287039, 47.5369215 ",others
20462,Point,waste_basket," 19.0311904, 47.5355563 ",others
20463,Point,waste_basket," 19.0286355, 47.5369186 ",others
20464,Point,bench," 19.0312063, 47.5351533 ",others
20465,Point,waste_basket," 19.0306552, 47.5426496 ",others
20466,Point,waste_basket," 19.0290731, 47.5369608 ",others
20467,Point,bench," 19.0312747, 47.5351658 ",others
20468,Point,bench," 19.0315365, 47.5393835 ",others
20469,Point,waste_basket," 19.0309077, 47.5361462 ",others
20470,Point,bench," 19.0306935, 47.5352275 ",others
20471,Point,bench," 19.0286377, 47.5373004 ",others
20472,Point,waste_basket," 19.0309938, 47.5358882 ",others
20473,Point,bench," 19.0285281, 47.537266 ",others
20474,Point,waste_basket," 19.0303728, 47.5431814 ",others
20475,Point,waste_basket," 19.0289342, 47.5369129 ",others
20476,Point,waste_basket," 19.0312919, 47.5351989 ",others
20477,Point,bench," 19.029013, 47.5368451 ",others
20478,Point,bench," 19.0312318, 47.5352611 ",others
20479,Point,bench," 19.0309158, 47.5361116 ",others
20480,Point,waste_basket," 19.0312838, 47.5401188 ",others
20481,Point,bench," 19.0307855, 47.5361048 ",others
20482,Point,bench," 19.0310612, 47.5350647 ",others
20483,Point,waste_basket," 19.02857, 47.5373363 ",others
20484,Point,bench," 19.0304331, 47.536015 ",others
20485,Point,bench," 19.0312633, 47.5349421 ",others
20486,Point,post_box," 19.0307129, 47.542423 ",others
20487,Point,fuel," 19.0283014, 47.5079309 ",Fuel Station
20488,Point,library," 19.0817551, 47.5455249 ",Education
20489,Point,fast_food," 19.1907554, 47.4471914 ",Sustenance
20490,Point,bicycle_parking," 19.0451978, 47.5570289 ",Transportation: Bicycle
20491,Point,telephone," 19.0713003, 47.4932531 ",others
20492,Point,bench," 19.0721484, 47.4929491 ",others
20493,Point,bench," 19.0719459, 47.4928981 ",others
20494,Point,parking_entrance," 19.0724866, 47.4929297 ",others
20495,Point,bench," 19.0497018, 47.4669326 ",others
20496,Point,bench," 19.0733914, 47.4687425 ",others
20497,Point,bench," 19.0729856, 47.4687268 ",others
20498,Point,bench," 19.073173, 47.4687334 ",others
20499,Point,bench," 19.0600558, 47.4691504 ",others
20500,Point,bench," 19.0430093, 47.4623482 ",others
20501,Point,bench," 19.0540097, 47.4697186 ",others
20502,Point,bench," 19.0483851, 47.4622702 ",others
20503,Point,school," 18.9271022, 47.5135337 ",School
20504,Point,telephone," 19.0352085, 47.4635372 ",others
20505,Point,telephone," 19.0364583, 47.4630679 ",others
20506,Point,bank," 19.1752344, 47.4448161 ",Financial
20507,Point,fuel," 18.9472222, 47.4557776 ",Fuel Station
20508,Point,telephone," 18.915074, 47.4346182 ",others
20509,Point,bicycle_parking," 19.0535548, 47.498869 ",Transportation: Bicycle
20510,Point,post_office," 19.1448732, 47.4630838 ",others
20511,Point,taxi," 19.1278736, 47.4649203 ",others
20512,Point,telephone," 19.0464746, 47.5399957 ",others
20513,Point,charging_station," 19.0377681, 47.5302581 ",others
20514,Point,drinking_water," 19.0838548, 47.4823746 ",others
20515,Point,drinking_water," 19.083608, 47.4822181 ",others
20516,Point,drinking_water," 19.0846905, 47.4876111 ",others
20517,Point,fountain," 19.0866952, 47.4885641 ",Arts
20518,Point,pub," 19.0560485, 47.4910244 ",Sustenance
20519,Point,fast_food," 19.0558655, 47.4914799 ",Sustenance
20520,Point,waste_basket," 19.0556388, 47.4915417 ",others
20521,Point,vending_machine," 19.1480918, 47.463573 ",Vending Machine
20522,Point,recycling," 19.0766281, 47.4930984 ",Recycling
20523,Point,recycling," 19.0740212, 47.4911628 ",Recycling
20524,Point,waste_basket," 19.002504, 47.5392058 ",others
20525,Point,bench," 19.0025454, 47.5392152 ",others
20526,Point,atm," 19.0093074, 47.5100723 ",Financial
20527,Point,hunting_stand," 18.870306, 47.5069304 ",others
20528,Point,hunting_stand," 18.8922947, 47.5077387 ",others
20529,Point,hunting_stand," 18.8879606, 47.509527 ",others
20530,Point,hunting_stand," 18.8821209, 47.5095418 ",others
20531,Point,hunting_stand," 18.8762968, 47.5099645 ",others
20532,Point,hunting_stand," 18.8685949, 47.5109477 ",others
20533,Point,hunting_stand," 18.8970977, 47.5110519 ",others
20534,Point,hunting_stand," 18.8812213, 47.5121744 ",others
20535,Point,hunting_stand," 18.8636131, 47.5155923 ",others
20536,Point,hunting_stand," 18.8667533, 47.5182657 ",others
20537,Point,hunting_stand," 18.8605543, 47.5187619 ",others
20538,Point,hunting_stand," 18.8638511, 47.5194021 ",others
20539,Point,hunting_stand," 18.8663624, 47.5208473 ",others
20540,Point,hunting_stand," 18.8595756, 47.5212575 ",others
20541,Point,hunting_stand," 18.8625708, 47.5232147 ",others
20542,Point,hunting_stand," 18.8650139, 47.5253481 ",others
20543,Point,hunting_stand," 18.8617069, 47.5289371 ",others
20544,Point,bench," 18.9564423, 47.5009084 ",others
20545,Point,bench," 18.9628038, 47.5013439 ",others
20546,Point,bench," 18.9440491, 47.5072844 ",others
20547,Point,waste_basket," 18.9441025, 47.5072845 ",others
20548,Point,bench," 18.9447052, 47.508006 ",others
20549,Point,hunting_stand," 18.944212, 47.5103302 ",others
20550,Point,drinking_water," 18.957132, 47.5107063 ",others
20551,Point,bench," 18.9398017, 47.5123998 ",others
20552,Point,bench," 18.9573826, 47.5131356 ",others
20553,Point,hunting_stand," 19.2448281, 47.5033593 ",others
20554,Point,fast_food," 19.0567454, 47.490543 ",Sustenance
20555,Point,vending_machine," 19.0575523, 47.4892878 ",Vending Machine
20556,Point,waste_basket," 19.0575374, 47.4893006 ",others
20557,Point,waste_basket," 19.0575652, 47.4893543 ",others
20558,Point,waste_basket," 19.0575344, 47.4894491 ",others
20559,Point,waste_basket," 19.0573598, 47.4895842 ",others
20560,Point,vending_machine," 19.057275, 47.489675 ",Vending Machine
20561,Point,vending_machine," 19.0563954, 47.4907258 ",Vending Machine
20562,Point,drinking_water," 19.0621108, 47.3480746 ",others
20563,Point,telephone," 18.9584364, 47.546823 ",others
20564,Point,bicycle_parking," 19.0813465, 47.5014881 ",Transportation: Bicycle
20565,Point,drinking_water," 19.0077698, 47.3923594 ",others
20566,Point,bureau_de_change," 19.1471028, 47.4275912 ",Financial
20567,Point,bureau_de_change," 19.1567282, 47.4529049 ",Financial
20568,Point,bureau_de_change," 19.0539522, 47.4967887 ",Financial
20569,Point,bureau_de_change," 19.0612258, 47.4897654 ",Financial
20570,Point,bureau_de_change," 19.0566405, 47.4935873 ",Financial
20571,Point,bureau_de_change," 19.0551127, 47.4995242 ",Financial
20572,Point,bureau_de_change," 19.0586268, 47.5082744 ",Financial
20573,Point,bench," 18.9409472, 47.5091235 ",others
20574,Point,waste_basket," 18.940907, 47.5091416 ",others
20575,Point,bench," 18.9392989, 47.5098601 ",others
20576,Point,fast_food," 19.0605835, 47.4888709 ",Sustenance
20577,Point,restaurant," 19.060689, 47.4890248 ",Sustenance
20578,Point,fast_food," 19.0610335, 47.4895018 ",Sustenance
20579,Point,fast_food," 19.0607973, 47.4891835 ",Sustenance
20580,Point,waste_basket," 19.0602416, 47.488637 ",others
20581,Point,waste_basket," 19.0603356, 47.4886645 ",others
20582,Point,recycling," 19.0602203, 47.4886785 ",Recycling
20583,Point,waste_basket," 19.0607089, 47.4888946 ",others
20584,Point,waste_basket," 19.0608648, 47.4892063 ",others
20585,Point,waste_basket," 19.0610757, 47.4892453 ",others
20586,Point,waste_basket," 19.0611221, 47.4895417 ",others
20587,Point,bench," 18.9353497, 47.37901 ",others
20588,Point,bench," 18.9355769, 47.3790706 ",others
20589,Point,parking," 18.9266687, 47.379096 ",Parking
20590,Point,bench," 18.935402, 47.3791599 ",others
20591,Point,drinking_water," 19.0400814, 47.4979237 ",others
20592,Point,drinking_water," 19.0381564, 47.4926446 ",others
20593,Point,drinking_water," 19.041415, 47.4917753 ",others
20594,Point,bench," 19.398939, 47.611752 ",others
20595,Point,bench," 19.399034, 47.611807 ",others
20596,Point,bench," 19.39897, 47.612389 ",others
20597,Point,hunting_stand," 19.363962, 47.61999 ",others
20598,Point,compressed_air," 19.0284169, 47.5077996 ",others
20599,Point,bench," 19.3790886, 47.5698688 ",others
20600,Point,shelter," 19.387518, 47.565802 ",others
20601,Point,hunting_stand," 19.396613, 47.567315 ",others
20602,Point,toilets," 19.378638, 47.569127 ",others
20603,Point,bench," 19.379068, 47.56921 ",others
20604,Point,bench," 19.37765, 47.569837 ",others
20605,Point,compressed_air," 19.0633999, 47.4969699 ",others
20606,Point,compressed_air," 19.0866423, 47.4892535 ",others
20607,Point,bicycle_parking," 18.9145331, 47.3937846 ",Transportation: Bicycle
20608,Point,post_box," 18.8871463, 47.5757888 ",others
20609,Point,telephone," 18.8874501, 47.5758417 ",others
20610,Point,atm," 18.8868413, 47.5760996 ",Financial
20611,Point,doctors," 19.1025746, 47.5747331 ",Healthcare
20612,Point,bank," 19.098533, 47.5606913 ",Financial
20613,Point,atm," 19.0985893, 47.5607448 ",Financial
20614,Point,atm," 19.0974924, 47.5664143 ",Financial
20615,Point,atm," 19.0972354, 47.5666938 ",Financial
20616,Point,hunting_stand," 19.396108, 47.619547 ",others
20617,Point,hunting_stand," 19.389307, 47.626233 ",others
20618,Point,hunting_stand," 19.39, 47.6282 ",others
20619,Point,hunting_stand," 19.392594, 47.629135 ",others
20620,Point,hunting_stand," 19.372833, 47.629267 ",others
20621,Point,hunting_stand," 19.386002, 47.630178 ",others
20622,Point,hunting_stand," 19.370724, 47.639578 ",others
20623,Point,bench," 19.1001685, 47.5656855 ",others
20624,Point,bench," 19.100296, 47.5656534 ",others
20625,Point,vending_machine," 19.0985279, 47.5603616 ",Vending Machine
20626,Point,vending_machine," 19.1059303, 47.5777969 ",Vending Machine
20627,Point,recycling," 19.1063536, 47.5780917 ",Recycling
20628,Point,cafe," 19.0263841, 47.508741 ",Sustenance
20629,Point,cafe," 19.0266098, 47.5090178 ",Sustenance
20630,Point,bicycle_parking," 18.9176946, 47.391544 ",Transportation: Bicycle
20631,Point,bicycle_parking," 18.9176411, 47.3915809 ",Transportation: Bicycle
20632,Point,vending_machine," 19.1862807, 47.4040923 ",Vending Machine
20633,Point,hunting_stand," 18.901333, 47.5209 ",others
20634,Point,hunting_stand," 18.923868, 47.525187 ",others
20635,Point,hunting_stand," 18.916267, 47.526117 ",others
20636,Point,hunting_stand," 18.917357, 47.527245 ",others
20637,Point,hunting_stand," 18.924943, 47.52873 ",others
20638,Point,hunting_stand," 18.874411, 47.530738 ",others
20639,Point,hunting_stand," 18.935298, 47.531082 ",others
20640,Point,hunting_stand," 18.887085, 47.5315 ",others
20641,Point,hunting_stand," 18.924767, 47.531767 ",others
20642,Point,hunting_stand," 18.901467, 47.532894 ",others
20643,Point,hunting_stand," 18.884105, 47.533967 ",others
20644,Point,hunting_stand," 18.904538, 47.534332 ",others
20645,Point,hunting_stand," 18.882301, 47.535031 ",others
20646,Point,hunting_stand," 18.912762, 47.535413 ",others
20647,Point,hunting_stand," 18.924453, 47.535817 ",others
20648,Point,hunting_stand," 18.914592, 47.536622 ",others
20649,Point,hunting_stand," 18.911647, 47.536662 ",others
20650,Point,hunting_stand," 18.906495, 47.53706 ",others
20651,Point,hunting_stand," 18.90618, 47.537982 ",others
20652,Point,hunting_stand," 18.926475, 47.539018 ",others
20653,Point,hunting_stand," 18.920653, 47.539103 ",others
20654,Point,hunting_stand," 18.905628, 47.53947 ",others
20655,Point,hunting_stand," 18.895118, 47.539542 ",others
20656,Point,hunting_stand," 18.900517, 47.540167 ",others
20657,Point,hunting_stand," 18.916232, 47.541008 ",others
20658,Point,hunting_stand," 18.900517, 47.54115 ",others
20659,Point,hunting_stand," 18.882859, 47.541811 ",others
20660,Point,hunting_stand," 18.88988, 47.542571 ",others
20661,Point,hunting_stand," 18.904167, 47.543 ",others
20662,Point,hunting_stand," 18.9295, 47.544083 ",others
20663,Point,hunting_stand," 18.907526, 47.545047 ",others
20664,Point,hunting_stand," 18.923058, 47.547017 ",others
20665,Point,hunting_stand," 18.9090248, 47.547826 ",others
20666,Point,hunting_stand," 18.889388, 47.54877 ",others
20667,Point,hunting_stand," 18.891412, 47.549968 ",others
20668,Point,hunting_stand," 18.863333, 47.55045 ",others
20669,Point,hunting_stand," 18.899367, 47.554483 ",others
20670,Point,hunting_stand," 18.904333, 47.55525 ",others
20671,Point,hunting_stand," 18.86782, 47.556148 ",others
20672,Point,hunting_stand," 18.895523, 47.559378 ",others
20673,Point,hunting_stand," 18.871146, 47.561752 ",others
20674,Point,hunting_stand," 18.90011, 47.564623 ",others
20675,Point,hunting_stand," 18.860127, 47.578162 ",others
20676,Point,hunting_stand," 18.907008, 47.578897 ",others
20677,Point,hunting_stand," 18.865467, 47.580267 ",others
20678,Point,hunting_stand," 18.90537, 47.59516 ",others
20679,Point,vending_machine," 19.0903753, 47.5606224 ",Vending Machine
20680,Point,bureau_de_change," 19.0902489, 47.560123 ",Financial
20681,Point,atm," 19.0901014, 47.5601616 ",Financial
20682,Point,post_box," 19.1000627, 47.5656755 ",others
20683,Point,kindergarten," 19.0925056, 47.4361496 ",School
20684,Point,kindergarten," 19.2779636, 47.4095557 ",School
20685,Point,pub," 19.0694888, 47.4174067 ",Sustenance
20686,Point,fuel," 19.2681416, 47.5510557 ",Fuel Station
20687,Point,restaurant," 19.1223399, 47.4733949 ",Sustenance
20688,Point,restaurant," 19.122577, 47.4735799 ",Sustenance
20689,Point,vending_machine," 19.2552989, 47.4795831 ",Vending Machine
20690,Point,bicycle_parking," 19.0664693, 47.4960746 ",Transportation: Bicycle
20691,Point,bicycle_parking," 19.0678523, 47.4940977 ",Transportation: Bicycle
20692,Point,bicycle_parking," 19.068136, 47.4941531 ",Transportation: Bicycle
20693,Point,bicycle_parking," 19.0682665, 47.4941752 ",Transportation: Bicycle
20694,Point,bicycle_parking," 19.0809556, 47.4980459 ",Transportation: Bicycle
20695,Point,bicycle_parking," 19.08457, 47.5000484 ",Transportation: Bicycle
20696,Point,bicycle_parking," 19.0894961, 47.4988276 ",Transportation: Bicycle
20697,Point,bicycle_parking," 19.0928185, 47.4991828 ",Transportation: Bicycle
20698,Point,bicycle_parking," 19.0927302, 47.4991858 ",Transportation: Bicycle
20699,Point,bicycle_parking," 18.9115891, 47.3959485 ",Transportation: Bicycle
20700,Point,bicycle_parking," 19.0759559, 47.4890097 ",Transportation: Bicycle
20701,Point,bicycle_parking," 19.0760625, 47.4855613 ",Transportation: Bicycle
20702,Point,bicycle_parking," 19.1367857, 47.5028323 ",Transportation: Bicycle
20703,Point,bicycle_parking," 19.1371813, 47.5020504 ",Transportation: Bicycle
20704,Point,bicycle_parking," 19.0774266, 47.4810318 ",Transportation: Bicycle
20705,Point,bicycle_parking," 19.0714512, 47.4699617 ",Transportation: Bicycle
20706,Point,bicycle_parking," 19.0712292, 47.472966 ",Transportation: Bicycle
20707,Point,bicycle_parking," 19.0708644, 47.4734084 ",Transportation: Bicycle
20708,Point,bicycle_parking," 19.0707468, 47.4735524 ",Transportation: Bicycle
20709,Point,bicycle_parking," 19.0706198, 47.4737065 ",Transportation: Bicycle
20710,Point,bicycle_parking," 19.0725218, 47.4836669 ",Transportation: Bicycle
20711,Point,parking," 19.0534295, 47.482005 ",Parking
20712,Point,bicycle_parking," 19.0840086, 47.4700792 ",Transportation: Bicycle
20713,Point,bench," 19.0193961, 47.4891837 ",others
20714,Point,bench," 19.0193388, 47.4892026 ",others
20715,Point,bench," 19.0204954, 47.4892809 ",others
20716,Point,bench," 19.020342, 47.4893938 ",others
20717,Point,bench," 19.0202057, 47.4894106 ",others
20718,Point,bench," 19.0191079, 47.4894911 ",others
20719,Point,bench," 19.0201809, 47.4895019 ",others
20720,Point,bench," 19.019097, 47.4895394 ",others
20721,Point,bench," 19.0199052, 47.4896078 ",others
20722,Point,bench," 19.0197411, 47.4897169 ",others
20723,Point,bench," 19.0195552, 47.4898428 ",others
20724,Point,bench," 19.0201899, 47.4899952 ",others
20725,Point,bench," 19.0202503, 47.4901316 ",others
20726,Point,bench," 19.0204345, 47.4901338 ",others
20727,Point,bench," 19.0203137, 47.4901348 ",others
20728,Point,bench," 19.020371, 47.4901359 ",others
20729,Point,bench," 19.0199003, 47.4901704 ",others
20730,Point,bench," 19.0198337, 47.4901756 ",others
20731,Point,bench," 19.0197609, 47.4901819 ",others
20732,Point,bicycle_parking," 19.0447156, 47.4921685 ",Transportation: Bicycle
20733,Point,bicycle_parking," 19.0411243, 47.4973925 ",Transportation: Bicycle
20734,Point,bicycle_parking," 19.0408346, 47.4977531 ",Transportation: Bicycle
20735,Point,bicycle_parking," 19.0390402, 47.5071827 ",Transportation: Bicycle
20736,Point,bicycle_parking," 19.0318829, 47.5112562 ",Transportation: Bicycle
20737,Point,restaurant," 19.0598578, 47.4884526 ",Sustenance
20738,Point,fast_food," 19.0592204, 47.4881073 ",Sustenance
20739,Point,waste_basket," 19.0589322, 47.4878897 ",others
20740,Point,waste_basket," 19.0589125, 47.4879106 ",others
20741,Point,telephone," 19.0591825, 47.4880227 ",others
20742,Point,waste_basket," 19.0584948, 47.4881829 ",others
20743,Point,vending_machine," 19.0584711, 47.4882484 ",Vending Machine
20744,Point,telephone," 19.0598539, 47.4883706 ",others
20745,Point,waste_basket," 19.0601615, 47.4885661 ",others
20746,Point,fast_food," 19.0589631, 47.4879818 ",Sustenance
20747,Point,cafe," 19.0584454, 47.4895229 ",Sustenance
20748,Point,waste_basket," 19.0584164, 47.4884314 ",others
20749,Point,waste_basket," 19.058775, 47.4885819 ",others
20750,Point,waste_basket," 19.0590353, 47.4887146 ",others
20751,Point,waste_basket," 19.0591757, 47.4888181 ",others
20752,Point,vending_machine," 19.0589416, 47.4889951 ",Vending Machine
20753,Point,waste_basket," 19.0581599, 47.4898154 ",others
20754,Point,waste_basket," 19.0582505, 47.4898388 ",others
20755,Point,waste_basket," 19.2144146, 47.5028376 ",others
20756,Point,community_centre," 19.0599483, 47.4891539 ",Entertainment
20757,Point,waste_basket," 19.0597566, 47.4891575 ",others
20758,Point,bicycle_parking," 19.070255, 47.4988713 ",Transportation: Bicycle
